ISBN,Title,Author,Year_Publication,Publisher
65511,Switcharound,Lois Lowry,1985,Houghton Mifflin/Walter Lorraine Books
57640,Fear of Fifty: A Midlife Memoir,Erica Jong,1994,Harpercollins
65561,Great Escapes of World War II,George Sullivan,1988,Scholastic
65510,Sara Summer,Mary Downing Hahn,1979,Houghton Mifflin Co (J)
65529,The Perfect Gentleman,Elaine Crawford,1996,Jove Books
43596,Ser Grune See,Maeve Binchy,1998,Droemersche Verlagsanstalt Th. Knaur Nachf. GmbH &amp; Co
64524,The World Jones Made,PHILIP K. DICK,1993,Vintage
65557,Starstruck,Marisa Gioffre,1985,Scholastic
65491,Voyage of the Dawn Treader,C. S. Lewis,1988,MacMillan Publishing Company.
65509,The Black Stallion,WALTER FARLEY,1944,Random House Books for Young Readers
65517,Quentin Corn,Mary Stolz,1988,Yearling Books
65574,"Till Death Do Us Part (Nancy Drew Files, No. 24)",Carolyn Keene,1988,Pocket Books
65573,"Fatal Attraction (Nancy Drew Files, No 22)",Carolyn Keene,1988,Pocket Books
65563,Jason and the Argonauts,Mary Pope Osborne,1988,Scholastic Paperbacks (Mm)
65600,Sitting Bull: Warrior of the Sioux,Jane Fleischer,1979,Troll Communications
37478,A Star in Winter: A Novel,Anita Stansfield,2000,Covenant Communications
65560,Story of Daniel Boone,William Cunningham,1986,Scholastic
57135,Chicago Loop.,Paul Theroux,1994,Hoffmann &amp; Campe
59004,A Field Guide to Irish Fairies,Bob Curran,1997,Irish Books &amp; Media
42803,Velvet Dreams,Patricia Werner,1994,Zebra Books
25218,Matilda Bone,Karen Cushman,2002,Yearling Books
43919,Randau Im Reihenhaus,Evelyn Sanders,0,Wilhelm Heyne Verlag GmbH &amp; Co KG
65632,Crown of Kings (Puffin Adventure Gamebooks),Steve Jackson,1985,Puffin Books
65640,The Ghost of Windy Hill,Clyde Robert Bulla,1990,Scholastic Paperbacks (Mm)
65641,"Young Indiana Jones and the Secret City (Young Indiana Jones, Book 4)",Les Martin,1990,Random House Children's Books
65655,Guitar Highway Rose (Little Ark Book),Brigid Lowry,1997,"Allen &amp; Unwin Pty., Limited (Australia)"
59019,"The Other Side of Heaven: Book 2 of \The Sunfall Trilogy\""""",William James,1993,Time Warner Books UK
59017,Rule of the Bone,Russell Banks,1995,Secker &amp; Warburg
59016,White Light,William Barton,1998,Eos (HarperCollins)
65650,Waking Up Alive,Richard A. Heckler,1995,Piatkus Books
59028,El Faro del Fin del Mundo,Julio Verne,2000,Vicens Vives
59031,El Leopardo Caza En La Oscuridad,Wilbur Smith,1996,Emece Editores
59026,El Senor De Las Moscas (Textos de Escritor),William Golding,1998,AIMS International Books
39754,Race Manners : Navigating the Minefield Between Black and White Americas,Bruce A Jacobs,2000,Arcade Publishing
40366,DK Revealed: Ancient Egypt (DK Revealed),Peter Chrisp,2002,DK Publishing Inc
42988,Where Roses Grow Wild,Patricia Cabot,1998,St. Martin's Press
35171,101 Essential Tips on Photography (101 Essential Tips),Michael John Langford,1997,DK Publishing Inc
67292,The Palace of Dreams,Ismail Kadare,1993,Harpercollins
64876,Wait For Me: Rediscovering the Joy of Purity in Romance,Rebecca St. James,2002,Nelson Books
59067,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1981,Putnam Publishing Group
59078,Failing Forward: How to Make the Most of Your Mistakes,John C. Maxwell,2000,Thomas Nelson Inc
42896,Girls Who Rocked the World : Heroines from Sacagawea to Sheryl Swoopes,Amelie Welden,1998,Beyond Words Publishing
59082,Freeing Your Mind from Memories That Bind,Fred Littauer,1992,Nelsonword Publishing Group
57015,Rocks and Minerals (Eyewitness Books),R. F. Symes,1988,Alfred A. Knopf
59073,SUCCESS SYSTEM THAT NEVER FAILS : SUCCESS SYSTEM THAT NEVER FAILS,W. Clement Stone,1991,Pocket
59075,The MAVERICK MINDSET : FINDING THE COURAGE TO JOURNEY FROM FEAR TO FREEDOM,Doug Hall,1997,Simon &amp; Schuster
61394,Vanity,Jane Feather,1996,Bantam Books
59086,"When I Was a Kid, This Was a Free Country",G. Gordon Liddy,2002,Regnery Publishing
59072,"The Diet Cure: The 8-Step Program to Rebalance Your Body Chemistry and End Food Cravings, Weight Problems, and Mood-Swings--Now",Julia Ross,1999,Viking Books
44099,Die Suche nach der vollkommenen Sprache.,Umberto Eco,1994,C.H.Beck
37588,"\B\"" is for burglar (A Kinsey Millhone mystery)""",Sue Grafton,1985,"Holt, Rinehart, and Winston"
39053,Critical Terms for Literary Study,Thomas McLaughlin,1995,University of Chicago Press
57529,"Echoes of Honor (Honor Harrington Series, Book 8)",David Weber,1998,Baen
47544,Memory Slips: A Memoir of Music and Healing,Linda Katherine Cutting,1997,Harpercollins
56788,Elvis Presley (Penguin Lives),Bobbie Ann Mason,2002,Viking Books
66813,King Kobold Revived,Christopher Stasheff,1995,Ace Books
66807,Escape Velocity,Christopher Stasheff,1995,Ace Books
35765,In the Company of Mind,Steven Piziks,1998,Baen Books
55284,Signals Of Distress,Jim Crace,1996,Ecco
61463,Shh! We're Writing the Constitution,Jean Fritz,1987,Scholastic Inc.
41763,Graveyard Dust,Barbara Hambly,1999,Bantam Dell Pub Group
56339,Alternate Sides: A Nina Fischman Mystery,Marissa Piesman,1995,Bantam Dell Pub Group
56800,Chinesisches Feuer.,Peter May,2002,Goldmann
56812,Teufelsflut.,Colin Forbes,2003,Heyne
56795,Nachtblende.,Douglas Kennedy,2000,L√?¬ºbbe
56813,Der Club der Gerechten.,John Saul,2003,Heyne
63680,Whack On the Side of the Head,Roger Von Oech,1988,Warner Books> C/o Little Br
56877,"Die Physik der Unsterblichkeit. Moderne Kosmologie, Gott und die Auferstehung der Toten.",Frank J. Tipler,1995,Piper
56841,The Essential Phantom of the Opera: The Definitive Annotated Edition of Gaston Leroux's Classic Novel,Leonard Wolf,1996,Penguin USA
56897,Schriftzeichen und Alphabete aller Zeiten und V√?¬∂lker.,Carl Faulmann,1995,Augustus Verlag
56852,Temples of Ancient Egypt,Dieter Arnold,1997,Cornell University Press
56879,Ullstein Taschenbucher: Ramses; Der Sohn Des Lichts,Jacq,0,Rowohlt Taschenbuch Verlag GmbH
56863,Max Und Moritz Auf Englisch,Busch,0,"Philipp Reclam, Jun Verlag GmbH"
56843,"The Young King and Other Stories (Longman Classics, Stage 3)",Oscar Wilde,1988,Addison Wesley Publishing Company
56855,From the Land of Shadows: The Making of Gray Owl,Donald B. Smith,1999,Douglas &amp; McIntyre
56856,The Mad Trapper of Rat River : A True Story of Canada's Biggest Manhunt,Dick North,2003,The Lyons Press
56840,The Short Story: 30 Masterpieces,Beverly Lawn,1992,St. Martin's Press
56860,Animal Farm,George Orwell,2004,Nick Hern Books
65696,House Called Awful End (Eddie Dickens Trilogy),Philip Ardagh,2003,Sagebrush Bound
65662,"Mossflower (Redwall, Book 2)",Brian Jacques,2002,Puffin Books
56875,Das gefrorene Meer. Auf der Suche nach dem dunklen Herz des Nordens.,Sheila Nickerson,1998,"btb/Goldmann Vlg., M."
65694,Boys Are Yucko!,Anna Grossnickle Hines,1990,Scholastic Paperbacks (Mm)
56886,Die Pille und wie sie die Welt ver√?¬§nderte.,Bernard Asbell,1998,"Fischer (Tb.), Frankfurt"
59138,"Combat Zone (The Executioner #202) (Mack Bolan the Executioner, No 202)",Don Pendleton,1995,Gold Eagle
65699,Willow King: Race the Wind! (Willow King 2),Chris Platt,2000,Random House Children's Books
65701,ACHINGLY ALICE (Alice),Phyllis Reynolds Naylor,1999,Aladdin
65700,Alice On The Outside,Phyllis Reynolds Naylor,2000,Simon Pulse
65702,Outrageously Alice (Alice),Phyllis Reynolds Naylor,1998,Aladdin
65683,"Yikes! Grandma's a Teenager (Zack Files, 17)",Dan Greenburg,1999,Grosset &amp; Dunlap
65715,Addy's Little Brother (The American Girls Collection),Connie Rose Porter,2000,Pleasant Company Publications
65716,Kirsten and the New Girl (The American Girls Collection),Janet Beeler Shaw,2000,Pleasant Company Publications
65711,"Meet Molly, an American Girl (American Girls Collection (Cloth))",Valerie Tripp,1990,Pleasant Company Publications
65670,The Mystery of the Missing Tiger (The Mystic Lighthouse),Laura Williams,2002,Scholastic
62706,"A Gathering of Days : A New England Girl's Journal, 1830-1832",Joan W. Blos,1979,Atheneum
65668,The Mystery of the Dark Lighthouse (Mystic Lighthouse Mysteries),Laura E. Williams,2002,Scholastic
65704,The Enchanted Castle (Book and Charm),E. Nesbit,2002,HarperFestival
37289,DK Pockets: Science Facts,Steve Setford,1996,Dorling Kindersley Publishing
65705,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,2002,Chivers Large Print
59289,An Angel's Touch,Heather Graham Pozzessere,1995,Kensington Publishing Corporation
59201,"Desperado (Silhouette Desire, No 260)",Doreen Owens Malek,1986,Silhouette
39930,High Priestess (The Destroyer) (The Destroyer No 95),Warren Murphy,1994,Gold Eagle
59295,Serpent's Reach,C.J. Cherryh,1994,Daw Books
65153,The Borrowers,Mary Norton,1993,Harcourt
59280,Bright Sword of Ireland,Juilene Osborne-McKnight,2004,Forge Books
59202,Legacy (Harlequin Presents),Doris Rangel,1986,Harlequin
32929,"Gift Of Happiness (Harlequin Presents, No 1127)",Amanda Carpenter,1988,Harlequin
59179,Seasons of Glory,Cheryl Anne Porter,1998,St Martins Pr (Mm)
59270,"Landscaping: Planning, Planting, Building (Better Homes and Gardens(R): Step-by-Step Series)",Better Homes and Gardens,1991,Meredith Books
59164,"Sleeping Through the Night : How Infants, Toddlers, and Their Parents Can Get a Good Night's Sleep",Jodi A. Mindell,1997,HarperResource
59213,Western Garden Book,Kathleen Norris Brenzel,2001,Sunset Publishing Corporation
59240,Iron Cage,Andre Norton,1992,Roc
56924,Harry Potter and the Sorcerer's Stone (Harry Potter (Hardcover)),J. K. Rowling,2001,Sagebrush Bound
59192,The Scroll of Lucifer,Lloyd Eshbach,1990,Del Rey Books
59191,The Sorceress of Scath,Lloyd A. Eshbach,1988,Del Rey Books
59262,Sullivan's Woman,Nora Roberts,1984,Harlequin
59272,Running Toward Danger: Stories Behind the Breaking News of 9/11,Newseum,2002,Rowman &amp; Littlefield Publishing (via NBN)
59278,"Ireland for Dummies, Second Edition",David G.  Allan,2003,For Dummies
59209,"Heavens Embrace (Harlequin Historical, No 59)",Lynda Trent,1990,Harlequin
59207,"Fire And Ice (Harlequin Historical, 40)",Delores Scott,1990,Harlequin
59162,The Long Road Home (Harper Monogram),Mary Alice Monroe,1995,Harper Mass Market Paperbacks (Mm)
56938,The Box Children,Sharon Wyse,2003,Riverhead Books
36347,Genetic Soldier,George Turner,1994,William Morrow
55783,An Instance at the Fingerpost,Iain Pears,1997,Jonathan Cape
40154,"The Art of Mingling: Easy, Fun, and Proven Techniques for Mastering Any Room",Jeanne Martinet,2003,MJF Books
9021,The playful dolphins (Books for young explorers),Linda McCarter Bridge,1976,National Geographic Society
41382,Speed Tribes: Days and Nights With Japan's Next Generation,Karl Taro Greenfield,1994,Harpercollins
43135,Flowers for Algernon,Daniel Keyes,1981,Bantam Books
58275,The Marquess,Patricia Rice,1997,Topaz
35466,The Zani Murders,Kelly Fero,1991,Dell Publishing Company
59741,Savage Joy (Savage),Cassie Edwards,1999,Leisure Books
56615,One Police Plaza,William J. Caunitz,1985,Bantam Books
66946,Winter of Artifice,Anais Nin,1961,Swallow Press
38844,A Year and a Day,Virginia Henley,1998,Bantam Dell Pub Group
56952,Robert's Rules of Order,Major Henry M. Robert,1992,Berkley Publishing Group
30929,Straight Talk to Men and Their Wives,James C. Dobson,1980,Thomas Nelson Inc
30401,Let's Learn Katakana,Yasuko Kosaka Mitamura,1985,Kodansha America
30400,Let's Learn Hiragana,Yasuko K. Mitamura,1985,Kodansha America
41485,Any Human Heart,William Boyd,2002,Hamish Hamilton
59390,"Krispos of Videssos (Tale of Krispos, No 2)",Harry Turtledove,1991,Del Rey Books
5915,"Four Great Comedies: The Taming of the Shrew, a Midsummer Night's Dream, Twelfth Night, the Tempest (Shakespeare, William, Works.)",William Shakespeare,1989,Signet Classics
24189,Unholy Ground,John Brady,1992,St Martins Pr
24194,Resurrection Dreams,Richard Laymon,1989,Virgin Books
24190,Damon Hill: My Championship Year,Damon Hill,1997,Motorbooks International
64441,"Alternate Empires (What Might Have Been, Vol 1)",Gregory Benford,1989,Spectra Books
24217,Tales of the Night,Peter Heg,1998,Havill Pr
36887,Rise of Silas Lapham,William Dean Howells,1957,Houghton Mifflin College Div
37307,Sarah Canary,Karen Joy Fowler,1991,Henry Holt &amp; Co
59398,The Wig My Father Wore,Anne Enright,2001,Grove Press
24193,The Blackwater Lightship,Colm Toibin,1999,Picador (UK)
59399,Truth and Bright Water: A Novel,Thomas King,2001,Grove Press
37188,Quinn's Book,William Kennedy,1988,Penguin USA
24200,The virgin queen: The personal history of Elizabeth I,Christopher Hibbert,1990,Viking Penguin
24207,The  Medieval Traveller,Norbert Ohler,2000,Boydell Press
37055,King's Ransom: An 87th Precinct Mystery,Ed McBain,1995,New Amer Library
37181,Colorado! (Promo),Dana Fuller Ross,1984,Bantam Books
37328,At the Moon's Inn (Library of Alabama Classics),Andrew Nelson Lytle,1990,University of Alabama Press
37330,The Boy Who Picked the Bullets Up,Charles Nelson,1988,Meadowland Books
37345,Catacombs (Moving Fiction),Paul McCusker,1997,Tyndale House Pub
24222,My Fathers Glory and My Mothers Castle,Marcel Pagnol,0,Pan Books Ltd
36746,"Enchiladas, Rice, and Beans (One World)",Daniel Reveles,1994,Ballantine Books
36725,Death Bed,Stephen Greenleaf,1982,Ballantine Books
37347,"Blue Night (Winter Passing Trilogy, 2)",Cindy McCormick Martinusen,2001,Tyndale House Publishers
37477,Lights of the Veil,Patty Metzer,2001,Multnomah
59712,Duncan's Bride (Thorndike Press Large Print Americana Series),Linda Howard,2004,Thorndike Press
59430,When There Is Hope,Jane Goodger,1996,St Martins Pr (Mm)
59774,Time Storm (Pinnacle Historical Romance),Rosalyn Alsobrook,1993,Pinnacle Books
37296,Digging Up Butch and Sundance,Anne Meadows,1996,University of Nebraska Press
59608,Captured Dreams,May McGoldrick,2003,Signet Book
37170,Jemima Shore at the Sunny Grave and Other Stories,Antonia Fraser,1994,Bantam Books
37306,Death on the Agenda,Patricia Moyes,1984,Henry Holt &amp; Company
59731,Game of Hearts: The Happily Ever After Co,Kate Donovan,2000,Kensington Publishing Corporation
36630,Done Deal,Les Standiford,1994,HarperTorch
59682,Intensity,Dean Koontz,2001,Sagebrush Bound
59654,The Ghost and Katie Coyle (Haunting Hearts),Anne Kelleher,1999,Jove Books
59621,A Slip in Time,Kathleen Kirkwood,1998,Topaz
36928,Red Line,Megan Mallory Rust,1999,Berkley Publishing Group
59708,"This Pen for Hire: A Jaine Austen Mystery (Levine, Laura, Jaine Austen Mystery.)",Laura Levine,2002,Kensington Publishing Corporation
37057,The Saudis: Inside the Desert Kingdom,Sandra MacKey,1990,New Amer Library (Mm)
37341,Sea Devil,Richard P. Henrick,1999,Zebra Books
36609,Minute for Murder: A Nigel Strangeways Mystery,Nicholas Blake,1985,HarperCollins (paper)
59616,Dangerous,Anita Mills,1996,Topaz
59595,The Promise,May McGoldrick,2001,Signet Book
59418,Candle in the Window,Christina Dodd,1991,HarperTorch
37241,CHILD OF THE EAGLE,Esther Friesner,1996,Baen
36985,November Man,Bill Granger,1986,Warner Books> C/o Little Br
36948,Anthony Shriek or Lovers from a Darker Realm,Jessica Amanda Salmonson,1992,Dell Publishing Company
59775,Simple  Country Pleasures: Simple Country Pleasures,Jo Ann Martin,1998,Friedman/Fairfax Publishing
36731,The Tragedy at Tiverton,Raymond Paul,1985,Ballantine Books
36733,Fatal Obsession,Stephen Greenleaf,1985,Ballantine Books
37135,Book of Daniel,E L Doctorow,1983,Bantam Doubleday Dell
36774,Hardball,Barbara D'Amato,1991,Worldwide Library
37368,Menehune Murders,Margot Arnold,1991,Countryman Press
37372,The Doors Open,Michael Gilbert,1989,Pub Group West
37294,Death Set to Music,Mark Hebden,1985,Walker &amp; Company
59615,Angel of Skye,May McGoldrick,1996,Topaz
36863,Different Drummer,W.M. Kelley,1971,Doubleday
59725,Runaway Bride,Pamela Caldwell,1997,Zebra Books
59617,Heart of Gold,May McGoldrick,1996,Topaz
59625,The Intended,May McGoldrick,1998,Topaz
59734,The Mystery Kiss (Zebra Historical Romance),Judith A. Lansdowne,2001,Zebra Books
59622,Lady Miracle,Susan King,1997,Topaz
59479,A Dime Novel Hero,Maureen McKade,1998,Avon Books
59613,A Taste of Heaven,Alexis Harrington,1996,Topaz
59609,Crooked Hearts (Topaz Historical Romances),Patricia Gaffney,1994,New Amer Library
37124,Goddess and the Gaiety Girl,Barbara Cartland,1980,Bantam Books
36689,Cadaver:  An Edwina Crusoe Medical Mystery,Mary Kittredge,1993,St Martins Pr
59515,Sunflower,Jill Marie Landis,1988,Berkley Publishing Group
36979,Postmark Murder,Mignon Good Eberhart,1995,Warner Books
37051,Another Death in Venice,Reginald Hill,1988,New American Library
59463,Timeswept Bride (An Avon Romantic Treasure),Eugenia Riley,1995,Harper Mass Market Paperbacks (Mm)
36749,A Time to Heal,Marcia Rose,1998,Ballantine Books
63567,"Tales from the Vulgar Unicorn (Thieves' World, Book 2)",Lynn Asprin,1991,Ace Books
36966,"Victim, the Other Side of Murder",Gary Kinder,1984,Dell Publishing Company
37113,Chessplayer,William Pearson,1985,Pinnacle Books
37138,Eye of the Heron,Ursula K. Le Guin,1984,Bantam Doubleday Dell
36853,The Resurrectionist (Old Philadelphia Mystery Series),Mark Graham,1999,Avon
36645,Pearlhanger (Penguin Crime Monthly),Jonathan Gash,1986,Penguin USA
37016,Quick Red Fox,John D. MacDonald,1990,Ballantine Books
59650,Crystal Memories,Ginny Aiken,1997,Jove Books
59687,The Searching Hearts,Dorothy Garlock,1982,Pocket Books
59420,Mail-Order Outlaw (Harper Monogram),Millie Criswell,1994,Harper Mass Market Paperbacks (Mm)
36776,Other People'S Houses,Susan R. Cooper,1992,Worldwide Library
37323,Knight &amp; Day,Ron Nessen,1996,Tor Books (Mm)
59421,Home Fires (Harper Monogram),Susan Kay Law,1995,Harper Mass Market Paperbacks (Mm)
36665,Death Of The Fox: A Novel Of Elizabeth And Ralegh,George Garrett,1991,Harvest Books
59679,Courting Miss Hattie,Pamela Morsi,1998,Bantam
37427,Spoonhandle,Ruth Moore,1986,Blackberry: Salted in the Shell
37382,"Country Living, Country Dying: (A Witty Tale of Secrets Unburied)",Able Jones,1996,Down East Books
59742,Passions (Savage Series),Cassie Edwards,1998,Leisure Books
59743,Savage Sunrise (Savage),Cassie Edwards,1996,Leisure Books
37370,Crewe Train,Rose MacAulay,1986,Pub Group West
59581,A Handful of Heaven: Note: Special Price Edition,Kristin Hannah,1995,Ivy Books
36783,Poison Pool,Patricia Hall,1996,Worldwide Library
59423,The Bride Wore Spurs,Sharon Ihle,1995,HarperCollins Publishers
59737,Shades of Winter,Linda Fallon,2003,Zebra Books
59668,Shotgun Groom,Sandra Chastain,1998,Bantam
37369,The Lost Weekend,Charles Jackson,1983,Pub Group West
36616,What the Scarecrow Said,Stewart David Ikeda,1997,ReganBooks
59766,Pieces Of Sky (Mira),Marianne Willman,2000,Mira
59733,Border Bride,Amanda Scott,2001,Zebra Books
59730,Mail-Order Bride (Zebra Splendor Historical Romances),Sandra Donovan,2000,Kensington Publishing Corporation
36786,Bleeding Of Innocents (Worldwide Library Mysteries),Jo Bannister,1997,Worldwide Library
36788,"No Birds Singing (Wwl Mystery , No 283)",Jo Bannister,1998,Worldwide Library
59718,Midnight Angel,Rochelle Wayne,1990,Kensington Pub Corp (Mm)
59534,Sweet Talkin' Stranger,Lori Copeland,1991,Dell Publishing Company
37000,Daughter of Prophecy (Power &amp; the Pattern),Anne Kelleher Bush,1995,Warner Books
58190,"We Are Not Afraid: Strength and Courage from the Town That Inspired the #1 Bestseller and Award-Winning Movie \October Sky\""""",Homer Hickam,2002,Health Communications
37333,Texas Wildcat,Linda Benjamin,1988,Kensington Pub Corp (Mm)
59476,Winter Hearts,Maureen McKade,1997,Harper Mass Market Paperbacks (Mm)
37428,Heat,Arthur Herzog,1989,Tudor Publishers
57018,Wishcraft : How to Get What You Really Want,BARBARA SHER,2003,Ballantine Books
59544,A Heart Full of Miracles,Stephanie Mittman,2000,Dell Publishing Company
37407,The Fungus Garden,Brian Brett,1988,Thistledown Press
57054,The Courage to Teach : Exploring the Inner Landscape of a Teacher's Life,Parker J.  Palmer,1997,Jossey-Bass
36876,Cold Caller (Norton Paperback),Jason Starr,1998,W. W. Norton &amp; Company
59633,"Love, Cherish Me",Rebecca Brandewyne,1999,Love Spell
36781,Live To Regret,Terence Faherty,1995,Worldwide Library
41659,The Economy of Cities,Jane Jacobs,1970,Random House Trade
37258,The Presidency of Richard Nixon (American Presidency Series),Melvin Small,1999,University Press of Kansas
38314,Twelfth Night (Bantam Classics),WILLIAM SHAKESPEARE,1988,Bantam
30362,Diner Desserts,Tish Boyle,2000,Chronicle Books
35837,Greenmantle,John Buchan,1992,Penguin USA
57785,SHIPPING NEWS,Annie Proulx,1993,Scribner
37130,Sea Leopard,Craig Thomas,0,Bantam Doubleday Dell
36619,Rescued,Jessica Doyle,1994,Harper Mass Market Paperbacks (Mm)
56333,The Rackets,Thomas Kelly,2001,Farrar Straus Giroux
36860,The Midnight Side,Natasha Mostert,2002,HarperTorch
25409,Film Art,David Bordwell,1996,McGraw-Hill Education
37159,Confessions,Diana Silber,1991,Bantam Books
36976,Murder On Capitol Hill,Margaret Truman,0,Warner Books> C/o Little Br
57077,Colloquial Hindi,Tej K. Bhatia,1996,Routledge
62389,The Crusader,Michael Alexander Eisner,2003,Anchor Books/Doubleday
57066,Shakespeare's Sonnets,William Shakespeare,2004,Penguin Books Ltd
43027,Termination Interview,Lynne Murray,1998,Pocket Books
57113,Z√?¬§hne zeigen.,Zadie Smith,2001,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
37378,"The Runestaff (The History of the Runestaff, Vol 4)",Michael Moorcock,1987,New Amer Library (Mm)
36894,The Ambush Murders,"Jr., Ben Bradlee",1982,Berkley Pub Group
57081,Pinocchio In Venice,Robert Coover,1992,Methuen Publishing Ltd
36951,Minotaur,Stephen Coonts,1993,Dell Publishing Company
57086,Salt and Saffron,Kamila Shamsie,2000,Bloomsbury Publishing (NY)
65896,Timeless Passion,Constance O'Day-Flannery,1986,Kensington Pub Corp (Mm)
37222,DARK MESSIAH,Martin Caidin,1990,Baen
57133,Sushi f√?¬ºr Anf√?¬§nger.,Marian Keyes,2003,Heyne
37030,Assignment in Brittany,Helen MacInnes,1986,Fawcett Books
37060,Firm Ambitions (Rachel Gold Mystery Series),Michael A. Kahn,1995,Onyx Books
57105,Der Pr√?¬§sident. Die Wahrheit.,David C. Baldacci,2003,L√?¬ºbbe
36729,Job a Comedy of Justice,Robert A Heinlein,1984,Ballantine Books
36919,Death on the Mississippi: A Mark Twain Mystery,Peter J. Heck,1995,Berkley Pub Group
57076,Colloquial Hindi: A Complete Language Course (Colloquial Series),Tej K. Bhatia,1996,Routledge
37416,Adult children of alcoholics,Janet Geringer Woititz,1987,"Health Communications, Inc"
36601,MUSTANG WILD SPIRIT OF THE WEST (The Marguerite Henry horseshore library),Marguerite Henry,1987,Aladdin
57064,Shakespeare on Love (Penguin Classics),Michael Kerrigan,2003,Penguin Books
37208,LOVE CONQUERS ALL (Baen Books),Fred Saberhagen,1985,Baen
36626,Sunrise,Chassie West,1996,HarperTorch
57074,The Argument Culture : Moving from Debate to Dialogue,DEBORAH TANNEN,1999,Ballantine Books
36989,Doctor Dealer,Mark Bowden,1989,Warner Books
57490,"The Most Beautiful Woman in the World: The Obsessions, Passions, and Courage of Elizabeth Taylor",Ellis Amburn,2000,HarperEntertainment
37332,Forbidden Caress,Colleen Faulknew,1987,Zebra Books
37211,ALWAYS THE DREAM,Lydia Lancaster,1987,Pocket
30707,La peste. (Lernmaterialien),Albert Camus,1972,Klett
37349,The Best of Lori Copeland: Playing for Keeps/a Tempting Stranger,Lori Copeland,1993,Leisure Books
36986,The Hunting Season,John Coyne,1988,Warner Books
37454,"Lost and Found (Cedar River Daydreams, Book 15)",Judy Baer,1992,Bethany House Publishers
36681,Timefall,James Kahn,1988,St Martins Pr
38872,The Skypirate (Topaz Dreamspun Romances),Justine Davis,1995,Topaz
36940,Love's Encore,Rachel Ryan,1981,Bantam Books (Mm)
57180,The Bacchae,Euripides,1982,Plume Books
36765,"False Impressions (Harlequin Romance, No 3136)",Lucy Keane,1991,Harlequin
57181,The Tourist: A New Theory of the Leisure Class,Dean MacCannell,1999,University of California Press
41546,The Hacienda: A Memoir,Lisa St Aubin De Teran,1998,Little Brown &amp; Co
37498,Dreamcatcher- Duddits.,Stephen King,2003,Ullstein Tb
41570,Half a Heart,Rosellen Brown,2000,Farrar Straus &amp; Giroux
57006,Sensuous Magic: A Guide for Adventurous Couples,Pat Califia,1993,Masquerade Books Inc
38409,"Word Of A Child (3 Good Cops) (Harlequin Superromance, No. 1009)",Claire M. Johnson,2001,Harlequin
24279,Secret Soldiers: The Story of World War II's Heroic Army of Deception,Philip Gerard,2002,Dutton Books
24285,Hospital: An Oral History of Cook County Hospital,Sydney Lewis,1995,W W Norton &amp; Co Inc
24278,Becker's Ring,Steven Martin Cohen,1996,Random House Inc
24276,The Year the Dream Died: Revisiting 1968 in America,Jules Witcover,1997,Warner Books Inc
37519,The Wooing of Miss Masters (A Regency Romance),Susan Carroll,1991,Fawcett Books
37530,"The Rushdie Affair: The Novel, the Ayatollah, and the West",Daniel Pipes,1990,Carol Publishing Corporation
37508,The American,Henry James,1998,Penguin Books Ltd
57195,Kissing the Gunners Daughter,Ruth Rendell,0,Trafalgar Square
63963,A dream of stars (UQP young adult fiction),Brian Caswell,1991,International Specialized Book Services
24290,The Russian Word for Snow : A True Story of Adoption,Janis Cooke Newman,2001,St. Martin's Press
63954,"Tomorrow, When the War Began (Tomorrow Series, 1)",John Marsden,1995,Houghton Mifflin Company
60397,When We Were Gods: A Novel of Cleopatra,Colin Falconer,2000,Crown Publishing Group (NY)
24456,Sevengill: The Shark and Me,Don C. Reed,1987,Scholastic
24551,"To Be Loved: The Music, the Magic, the Memories of Motown : An Autobiography",Berry Gordy,1994,Time Warner Audio Books
24563,Line of Vision (Nova Audio Books),David Ellis,2001,Nova Audio Books
24499,Bad As I Wanna Be,Dennis Rodman,1996,Audio Literature
24500,The Starr Report: Substantial and Credible Information,Kenneth Starr,1998,Audio Literature
63976,"If Love Is a Game, These Are the Rules: Ten Rules for Finding Love and Creating Long-Lasting, Authentic Relationships",Cherie Carter-Scott,1999,Broadway Books
44097,The Beauty Bible: From Acne to Wrinkles and Everything in Between,Paula Begoun,1997,Pub Group West
24550,North Carolina: Off the Beaten Path/a Guide to Unique Places,Sara Pitzer,1995,Globe Pequot Pr
24403,Secret of the Samurai Sword,Phyllis A. Whitney,1992,Fawcett Books
24393,Land of Dreams (Ellis Island),Lowery Joan Nixon,1995,Laurel-Leaf Books
24458,Snow Treasure,Marie McSwigan,1997,Scholastic
24376,Crosses,Shelley Stoehr,1991,Delacorte Press
24462,A Question of Time,Dina Anastasio,1983,Scholastic Paperbacks (Mm)
24351,A Girl Named Rose (Reader's Choice),Betty Neels,2002,Harlequin
24402,"Body Snatchers, Stiffs and Other Ghoulish Delights",Frederick Drimmer,1987,Fawcett Books
24452,Dragon Circle,Stephen Krensky,1980,Scholastic Paperbacks (Mm)
24431,The Fallen Spaceman,Lee Harding,1982,Yearling Books
24352,The Best of Betty Neels: A Summer Idyll,Betty Neels,2002,Harlequin
24437,"The Mother-Daughter Switch (Sweet Valley Twins, 87)",Francine Pascal,1995,Sweet Valley
