ID,Drama,Comedy,Action,Thriller,Sci-Fi,Romance,Adventure,Crime,War,Horror,Children,Animation,Mystery,Musical,Fantasy,Film-Noir,Western,Documentary
3120,13,13,7,12,3,2,1,6,1,2,2,1,2,1,0,1,1,0
3121,53,65,90,112,52,15,34,28,9,75,15,6,13,3,13,4,1,0
3122,14,5,3,5,2,0,1,4,1,0,0,0,4,0,0,7,0,0
3123,33,30,68,41,99,6,33,2,9,15,9,11,5,1,7,3,3,1
3124,9,9,9,5,4,4,7,1,2,4,3,1,1,2,0,0,0,0
3125,132,124,106,88,37,71,45,33,24,8,11,8,13,7,4,4,13,1
3126,24,10,30,53,22,8,11,13,3,13,2,0,6,0,1,2,0,0
3127,28,7,4,6,1,24,4,3,5,0,1,0,1,2,1,1,0,0
3128,121,154,54,43,39,52,41,27,27,10,19,9,16,11,13,10,2,8
3129,169,228,118,75,59,66,52,47,24,61,11,4,8,13,13,3,8,1
3130,17,28,11,16,10,5,2,10,4,14,3,1,2,0,1,1,2,1
3131,73,13,8,7,4,9,3,10,9,2,1,0,4,3,1,1,0,0
3132,9,7,10,9,4,2,2,2,1,1,4,4,1,0,0,0,0,0
3133,5,10,9,4,1,0,0,3,2,1,0,1,2,1,0,0,0,0
3134,26,21,56,37,33,11,24,7,6,8,3,3,2,0,2,3,3,0
3135,102,15,12,13,5,15,4,12,17,4,1,0,5,3,0,2,4,0
3136,14,16,12,8,22,5,8,1,3,3,3,0,1,3,3,0,0,0
3137,25,16,5,9,2,6,2,2,2,3,2,1,4,1,0,1,0,0
3138,57,80,54,35,43,20,34,16,11,19,32,17,11,13,6,3,5,0
3139,32,20,9,7,5,2,5,2,6,3,1,0,2,2,0,4,2,0
3140,105,85,82,56,78,85,56,15,25,24,25,11,10,37,18,4,5,1
3141,11,25,38,13,16,15,22,8,1,3,2,0,1,0,3,0,2,0
3142,47,28,13,18,11,9,11,11,13,6,0,1,4,1,3,3,0,3
3143,93,94,23,32,15,56,12,16,16,1,8,7,8,6,2,5,2,0
3144,10,12,11,10,7,6,6,4,1,4,3,0,1,1,1,0,0,0
3145,39,48,27,12,14,17,16,7,9,4,7,9,0,9,4,2,1,7
3146,31,22,10,8,7,3,4,7,8,4,1,1,2,1,1,1,7,0
3147,77,74,64,62,19,19,24,35,20,11,11,10,21,9,5,3,2,0
3148,42,56,20,11,12,10,24,11,7,6,4,2,3,2,3,6,2,1
3149,6,7,10,9,5,1,5,1,0,2,1,1,1,0,1,0,0,0
3150,29,43,2,12,3,12,3,3,0,4,3,1,6,3,2,1,0,0
3151,54,38,58,85,27,29,28,16,11,9,13,5,15,6,6,4,1,1
3152,11,10,6,5,4,0,5,1,1,1,6,3,2,1,7,0,0,0
3153,11,36,4,1,2,10,2,1,2,3,4,3,0,1,2,0,0,0
3154,65,50,47,54,22,37,23,14,13,10,20,20,16,8,7,3,0,0
3155,37,18,24,17,12,15,12,3,10,4,12,3,1,12,12,1,0,1
3156,19,11,49,20,16,4,10,10,5,2,0,1,2,0,1,0,1,0
3157,30,76,59,26,49,7,34,10,9,14,15,12,4,8,11,2,6,0
3158,106,103,79,48,67,32,55,14,20,20,27,22,9,13,18,2,4,3
3159,96,117,31,32,25,31,22,18,13,15,21,17,7,12,8,4,3,1
3160,8,6,14,7,15,2,5,1,4,4,3,2,0,0,2,1,0,0
3161,30,28,13,12,13,9,6,6,8,2,5,3,1,2,2,1,2,2
3162,21,11,63,39,9,7,12,13,2,4,0,0,13,0,0,2,1,0
3163,304,328,194,126,123,134,121,56,46,64,72,48,28,46,26,11,14,3
3164,14,11,7,5,3,1,4,1,2,0,4,2,0,0,1,0,0,0
3165,18,11,12,8,5,2,3,6,2,1,0,0,0,0,2,0,1,0
3166,17,11,11,10,4,2,5,5,4,3,3,2,2,2,1,1,0,0
3167,52,95,72,43,65,23,33,17,20,12,7,7,8,10,10,4,5,4
3168,14,8,5,11,0,5,1,2,0,0,1,1,1,1,0,0,0,0
3169,23,14,69,31,109,5,39,7,12,16,7,2,4,0,7,1,2,0
3170,29,31,21,13,13,5,11,6,8,3,5,7,0,2,2,2,0,1
3171,69,36,9,32,4,20,3,32,11,3,0,0,16,3,1,15,1,9
3172,36,33,33,29,29,12,12,22,7,3,5,8,7,0,0,3,2,1
3173,14,20,46,21,59,9,27,5,7,17,3,1,1,2,15,4,1,0
3174,32,31,17,32,6,40,3,4,6,2,5,4,3,3,2,0,1,0
3175,52,26,10,6,6,14,3,6,7,1,3,3,2,1,0,3,1,8
3176,10,6,6,6,0,4,3,0,3,2,2,2,1,0,0,0,0,0
3177,33,22,10,9,3,11,3,6,6,2,4,3,2,1,1,1,1,0
3178,44,56,90,40,106,14,56,10,23,16,14,13,7,10,18,6,3,4
3179,8,16,2,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0
3180,210,285,63,43,38,55,28,39,26,21,23,7,10,13,12,2,4,4
3181,9,3,4,8,3,1,3,4,2,0,0,0,3,0,1,4,1,0
3182,215,276,148,87,71,61,63,65,30,51,39,14,15,23,14,2,7,5
3183,23,23,66,18,23,10,34,10,16,4,10,4,9,3,5,5,21,0
3184,52,39,12,9,10,17,7,6,9,7,7,3,3,5,3,2,1,0
3185,25,45,26,26,13,8,2,10,3,3,7,6,8,4,2,1,1,0
3186,11,6,3,13,5,3,2,8,3,1,0,0,5,0,0,18,1,0
3187,12,2,5,7,8,1,7,4,3,0,1,0,2,0,3,3,0,0
3188,11,10,3,3,2,6,2,1,2,0,0,0,1,0,0,0,0,0
3189,111,224,193,114,103,106,96,27,26,56,31,16,9,13,15,2,8,1
3190,8,20,12,6,6,4,5,1,2,2,2,2,0,1,0,0,0,0
3191,88,108,223,166,83,105,74,38,19,33,3,4,21,1,7,1,5,0
3192,42,66,42,36,40,18,21,25,11,1,7,5,6,1,7,2,1,0
3193,56,41,57,69,66,12,24,53,4,23,6,8,12,2,3,6,0,0
3194,9,8,12,9,6,1,6,1,2,2,1,1,3,1,0,1,0,0
3195,62,78,52,25,32,15,38,15,13,13,15,4,3,5,8,2,3,1
3196,49,143,43,40,48,39,46,9,8,73,67,29,10,32,25,1,1,0
3197,60,48,18,27,6,77,9,52,6,2,1,0,7,6,3,8,0,0
3198,24,32,10,18,12,2,8,5,1,58,3,4,5,3,2,3,3,0
3199,30,27,43,27,25,14,20,7,10,4,3,2,3,1,9,0,5,0
3200,87,55,26,36,15,52,13,17,6,0,3,6,12,1,7,6,1,1
3201,158,145,107,77,51,39,50,34,45,44,26,13,22,13,8,10,16,3
3202,43,35,45,51,17,28,18,11,7,7,25,15,6,10,4,3,1,0
3203,60,67,33,40,21,20,14,18,7,12,4,3,7,2,2,1,0,0
3204,13,42,6,1,3,12,4,1,2,0,1,1,0,2,2,0,2,0
3205,124,97,86,62,45,69,56,26,21,5,35,20,19,13,11,3,11,0
3206,49,33,11,17,8,12,5,8,5,10,3,5,1,1,2,2,1,2
3207,27,37,20,22,12,7,12,12,1,40,6,4,4,3,2,1,0,0
3208,107,141,135,77,69,44,65,26,24,30,19,11,13,10,12,2,17,1
3209,38,37,223,79,44,23,56,29,16,10,8,1,7,1,7,0,5,0
3210,97,27,9,21,5,20,18,12,8,5,2,1,9,2,0,17,1,5
3211,62,33,9,13,3,18,5,12,10,3,2,0,6,4,1,5,2,0
3212,10,13,7,4,4,3,3,0,3,0,0,0,1,0,2,1,0,0
3213,63,58,28,32,8,28,13,14,9,2,3,3,4,1,1,1,1,1
3214,24,12,3,2,4,11,5,1,3,2,1,0,3,1,1,0,0,0
3215,16,20,3,4,0,7,0,2,2,0,4,2,1,1,0,0,0,0
3216,153,149,55,40,70,57,36,19,24,8,13,6,12,9,12,6,6,0
3217,158,103,58,47,25,94,43,16,28,12,42,25,8,29,8,3,4,1
3218,28,27,6,2,1,6,5,0,5,3,1,2,2,1,0,2,3,0
3219,42,74,30,29,9,23,17,2,5,6,10,8,1,2,5,1,1,0
3220,45,17,9,13,6,7,5,9,8,2,5,2,7,1,4,6,0,0
3221,14,7,32,22,16,1,8,5,3,1,1,0,3,0,2,0,0,0
3222,11,2,7,3,2,0,2,2,4,2,0,0,1,0,2,1,1,0
3223,20,25,11,11,6,6,5,4,1,3,2,3,0,2,0,0,0,0
3224,507,409,165,194,77,198,97,79,48,65,61,20,52,42,22,14,9,20
3225,10,15,3,1,0,4,0,2,3,0,1,0,0,1,0,1,1,3
3226,57,60,32,12,14,13,10,12,11,0,3,2,3,5,2,1,4,5
3227,136,188,59,45,20,93,56,32,15,6,22,9,8,8,7,9,1,3
3228,40,28,78,44,27,16,31,13,23,16,12,10,4,10,8,2,4,0
3229,113,45,28,29,16,32,15,12,20,24,9,6,12,5,3,5,5,3
3230,36,25,65,58,57,9,27,18,10,15,11,12,7,3,5,4,3,1
3231,77,23,50,23,25,23,26,7,27,13,15,5,3,15,14,3,1,0
3232,17,57,2,2,1,10,1,2,1,2,8,7,0,3,3,0,0,0
3233,93,67,12,20,3,23,6,21,6,3,3,5,14,5,0,4,5,5
3234,17,3,3,1,2,3,1,2,4,0,1,0,1,0,1,0,0,0
3235,10,17,5,9,5,3,2,1,0,2,1,3,1,1,1,1,1,0
3236,5,18,4,2,4,2,3,0,3,3,2,1,0,1,1,0,0,0
3237,37,29,11,12,7,10,5,9,7,5,3,5,5,1,0,1,1,3
3238,20,8,9,4,1,3,4,2,7,0,0,0,1,0,0,1,0,1
3239,43,22,7,15,5,31,2,4,4,3,1,0,3,1,3,0,0,0
3240,50,110,13,26,8,25,6,19,3,4,4,7,5,3,1,1,1,0
3241,31,20,10,9,4,11,4,6,4,2,1,0,7,2,0,0,1,0
3242,41,35,192,59,54,24,51,22,25,14,2,2,6,3,4,0,5,0
3243,66,81,89,75,55,50,25,16,29,7,7,5,8,3,6,2,3,1
3244,10,8,7,4,3,1,2,2,2,2,1,1,0,1,0,0,0,0
3245,23,31,17,15,11,7,5,4,1,5,6,6,1,0,0,0,0,0
3246,178,38,58,43,8,39,16,21,12,2,1,0,20,3,0,2,3,1
3247,10,5,17,2,7,5,24,3,3,1,3,1,0,2,1,1,1,0
3248,45,18,11,12,8,16,10,11,6,6,3,2,3,5,2,5,1,1
3249,28,18,11,10,7,8,9,7,5,5,5,3,3,3,1,1,0,0
3250,48,65,21,27,12,19,6,23,10,4,6,5,9,2,2,2,2,0
3251,24,23,6,6,10,2,3,3,4,6,1,1,3,1,2,0,3,0
3252,13,8,9,15,7,1,5,0,1,5,0,1,1,0,1,1,0,0
3253,94,87,12,10,3,23,4,9,17,1,3,3,4,1,2,5,1,2
3254,6,21,2,1,2,1,1,0,0,1,4,3,1,1,0,0,1,0
3255,17,22,6,6,3,31,2,1,2,3,0,0,2,0,0,0,0,0
3256,18,20,19,18,11,5,9,6,6,3,7,4,2,1,2,1,1,0
3257,29,23,42,22,15,9,10,11,7,10,0,0,16,2,1,2,2,0
3258,26,15,4,5,2,4,1,2,5,2,1,0,1,0,1,0,0,2
3259,120,130,92,91,53,82,71,36,26,30,48,31,25,31,24,7,11,5
3260,95,61,55,34,23,32,27,20,25,13,26,19,4,10,16,5,15,0
3261,205,224,127,66,60,74,156,40,26,16,51,16,16,13,26,4,8,8
3262,29,62,7,11,2,21,4,2,2,2,11,8,1,5,1,0,0,1
3263,39,12,78,20,23,10,29,4,53,4,1,0,1,2,2,0,4,1
3264,12,8,10,7,4,3,5,1,2,0,0,0,1,0,1,0,0,0
3265,141,112,211,172,110,52,85,72,35,90,10,8,36,3,21,8,8,0
3266,84,40,22,26,12,22,8,17,16,8,1,2,12,3,2,5,1,2
3267,30,59,13,12,8,19,10,12,1,4,5,7,3,2,1,3,0,0
3268,19,29,16,17,17,7,11,7,2,6,6,3,2,0,12,1,0,0
3269,30,35,23,17,12,12,8,10,8,3,3,3,1,1,3,2,1,0
3270,61,31,24,26,15,11,14,12,14,4,6,4,7,2,4,10,1,2
3271,143,110,63,47,33,96,36,28,23,25,18,9,10,14,11,3,5,0
3272,272,273,216,159,102,118,123,51,58,59,86,42,31,39,31,6,43,2
3273,12,4,3,5,3,4,2,2,5,0,1,1,3,0,0,2,0,0
3274,20,44,97,33,110,15,74,5,10,10,43,41,3,14,27,3,3,0
3275,6,13,4,1,3,5,3,1,2,5,0,1,0,2,1,0,0,0
3276,16,5,4,7,2,5,3,5,3,0,4,3,1,3,0,1,0,0
3277,93,49,21,19,13,22,10,18,15,4,5,6,5,4,2,3,2,3
3278,9,42,2,1,2,10,0,2,2,1,0,0,0,4,0,0,1,0
3279,33,29,59,24,30,8,26,13,18,5,4,3,3,2,2,0,5,0
3280,231,264,154,125,85,89,71,45,30,40,37,16,22,17,24,8,8,4
3281,42,67,125,47,37,20,46,26,17,4,9,7,3,5,5,0,4,3
3282,9,4,2,8,1,7,3,1,3,0,0,0,3,1,1,2,1,0
3283,40,99,82,33,129,16,57,8,10,20,25,10,5,8,26,1,32,0
3284,21,16,8,7,3,8,1,4,3,1,0,0,2,0,0,2,1,1
3285,227,244,158,158,69,59,50,87,36,43,18,12,35,10,13,9,16,0
3286,8,13,3,1,2,7,4,1,2,1,5,4,0,20,0,0,0,0
3287,19,4,1,2,1,6,1,1,4,0,0,0,1,1,0,0,1,0
3288,16,6,7,5,3,1,5,6,4,0,0,0,2,0,1,3,1,0
3289,40,15,19,11,10,10,7,0,31,2,1,0,2,0,2,0,4,1
3290,58,57,42,48,25,21,13,13,6,18,7,6,10,1,1,4,1,1
3291,15,3,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,0
3292,414,335,136,115,69,158,97,48,64,40,80,30,39,65,27,26,30,2
3293,18,18,18,12,10,7,7,8,1,3,1,0,2,1,0,0,1,0
3294,40,24,34,27,12,8,12,50,4,9,3,2,14,2,1,1,0,0
3295,24,25,19,20,8,15,3,3,6,7,2,4,3,2,0,1,1,0
3296,17,34,15,19,6,6,6,8,1,10,3,4,2,1,2,1,0,0
3297,53,37,34,24,15,31,12,6,5,4,7,8,3,5,3,0,0,0
3298,9,19,2,6,1,3,1,2,0,3,1,1,3,0,0,0,0,0
3299,188,90,42,26,48,40,33,16,19,11,5,2,7,13,12,3,3,8
3300,179,117,97,65,60,40,53,64,23,12,10,1,18,9,14,5,9,1
3301,197,73,22,49,11,35,10,27,16,25,5,2,20,7,1,10,3,12
3302,33,29,24,23,13,10,9,14,4,3,2,3,3,2,1,4,1,1
3303,5,18,2,2,2,3,4,1,0,1,2,1,0,2,0,0,3,0
3304,66,38,20,23,21,20,12,12,15,40,21,16,8,43,2,2,1,0
3305,73,13,39,28,4,20,5,11,11,0,0,0,3,0,0,1,1,1
3306,21,8,13,13,5,4,9,4,15,0,5,5,7,2,2,4,1,4
3307,10,4,6,15,5,2,2,1,1,3,0,0,10,1,1,1,0,0
3308,168,301,185,112,108,111,117,33,27,64,107,48,16,48,39,3,8,5
3309,62,142,75,26,82,33,63,14,16,18,32,20,6,13,26,2,6,1
3310,33,24,9,10,3,5,1,8,6,2,5,5,2,1,2,1,1,3
3311,181,392,276,177,153,91,138,64,35,131,62,17,29,19,42,4,11,1
3312,208,266,174,127,95,91,84,45,34,61,51,31,26,29,29,4,6,7
3313,144,129,183,103,116,51,91,37,35,41,32,28,11,12,20,9,14,3
3314,68,146,100,54,66,34,51,28,18,48,20,14,8,23,17,6,16,1
3315,57,68,61,47,29,36,21,21,8,11,6,5,7,4,4,3,3,1
3316,11,7,15,15,8,7,15,7,5,1,6,3,1,7,9,1,0,0
3317,31,26,55,36,70,7,22,10,16,7,2,1,4,0,5,3,1,1
3318,44,11,8,13,5,6,3,11,11,2,2,1,6,1,3,10,3,1
3319,106,24,12,5,0,15,4,7,13,0,0,0,4,3,1,2,14,0
3320,155,254,141,69,66,100,98,22,22,40,84,33,11,28,22,1,25,1
3321,51,36,19,4,16,2,10,6,5,1,3,1,0,4,3,0,4,1
3322,24,10,13,14,1,17,4,25,4,2,1,1,6,2,0,2,0,0
3323,44,85,13,14,6,17,7,8,7,9,2,0,1,4,2,0,3,1
3324,3,6,6,6,14,1,5,0,4,2,0,2,0,0,0,1,0,0
3325,13,6,1,7,0,3,0,2,0,2,0,0,0,0,0,0,0,0
3326,10,13,6,9,6,2,5,2,2,5,6,6,2,4,0,1,0,0
3327,98,97,117,128,89,39,58,42,11,43,23,19,26,8,15,9,5,1
3328,136,131,31,22,14,79,11,16,16,6,22,3,12,7,3,1,7,0
3329,74,34,14,26,6,15,8,14,16,7,3,6,8,3,2,6,6,3
3330,12,5,6,7,3,5,2,2,2,0,0,0,2,0,0,0,0,0
3331,42,55,38,28,16,51,42,11,13,5,9,5,5,6,6,1,2,1
3332,31,37,20,24,19,11,11,4,6,10,4,6,2,1,1,1,1,1
3333,59,76,46,46,37,9,36,18,11,22,9,3,3,4,9,4,2,1
3334,58,27,17,18,5,22,7,11,9,5,6,4,3,4,0,0,2,0
3335,7,23,5,0,3,7,3,2,2,0,0,0,0,0,2,0,1,0
3336,226,248,210,149,84,107,82,66,40,42,17,10,27,9,14,11,16,6
3337,33,18,19,24,14,7,6,9,6,5,1,0,7,1,1,3,1,1
3338,12,32,4,6,3,2,1,3,3,2,0,0,2,0,0,0,2,0
3339,47,41,9,12,7,14,6,11,11,3,2,0,3,1,2,1,0,0
3340,49,31,36,30,28,14,15,10,12,6,2,2,3,1,3,5,0,0
3341,68,33,34,34,15,12,10,30,9,12,3,8,11,1,2,3,2,7
3342,12,21,14,20,8,6,4,2,1,10,2,3,0,1,0,1,1,0
3343,12,32,10,3,5,8,9,3,0,1,6,5,0,2,3,0,1,0
3344,30,12,11,11,5,6,4,7,9,2,4,3,3,3,1,1,0,1
3345,30,74,57,11,14,16,21,5,23,8,23,5,0,2,14,1,19,0
3346,116,59,27,29,19,27,21,24,32,5,14,10,15,15,7,16,3,6
3347,32,8,9,8,2,6,1,2,7,0,2,2,1,0,0,0,0,0
3348,17,19,12,2,5,35,8,1,9,1,3,2,0,4,0,0,2,0
3349,42,34,68,47,27,19,30,14,5,6,14,4,6,0,16,0,4,0
3350,17,34,5,1,6,7,4,2,5,0,4,3,1,0,0,1,0,0
3351,16,6,5,8,2,1,1,2,1,2,1,1,0,1,1,0,1,0
3352,5,16,10,19,14,1,5,3,0,93,0,1,2,2,1,0,0,0
3353,66,80,156,47,52,24,57,26,25,6,14,6,3,2,12,0,7,0
3354,9,5,15,9,28,1,5,1,5,4,1,2,1,0,3,2,1,0
3355,21,3,8,6,3,4,2,3,7,1,1,2,0,1,1,1,0,0
3356,82,34,61,53,62,27,28,21,28,48,14,9,26,19,10,15,7,0
3357,28,36,11,14,5,6,2,6,4,3,1,0,3,0,3,1,0,1
3358,103,83,92,42,27,60,33,20,21,5,9,4,8,8,8,0,4,1
3359,41,27,22,20,9,14,8,15,5,1,0,0,8,0,2,3,3,1
3360,21,23,7,6,4,38,3,0,5,4,3,2,1,5,2,1,1,0
3361,56,24,98,52,37,19,44,16,29,5,4,1,9,3,3,2,15,0
3362,18,71,5,7,4,21,3,5,0,3,7,6,2,3,1,0,0,0
3363,106,140,33,18,12,105,20,7,10,1,17,10,4,7,7,0,3,0
3364,83,33,7,3,1,36,1,3,10,0,0,0,2,1,0,0,2,4
3365,66,223,90,46,108,60,50,24,15,22,22,4,13,12,11,1,9,0
3366,9,6,21,6,8,3,8,3,7,2,2,1,1,1,1,0,0,0
3367,224,86,17,54,9,39,19,22,24,6,10,5,29,28,5,7,6,31
3368,26,26,42,25,23,14,25,7,5,9,1,1,2,0,3,2,1,0
3369,14,14,8,4,4,1,2,3,1,2,1,0,0,1,2,0,1,0
3370,64,57,70,44,41,20,39,22,21,2,22,7,16,3,22,6,16,3
3371,228,171,66,69,52,70,43,33,38,31,21,11,23,29,12,11,7,14
3372,10,10,4,10,3,6,3,4,1,1,1,1,17,0,1,3,0,0
3373,9,4,30,13,13,3,8,6,5,1,0,0,1,0,0,0,0,0
3374,46,43,16,18,15,12,8,6,8,7,7,2,3,4,3,2,1,2
3375,11,8,13,4,2,3,5,5,4,1,1,0,2,0,1,0,0,0
3376,10,6,4,3,3,3,2,1,4,2,0,0,0,0,1,0,0,0
3377,30,8,79,155,37,14,21,21,4,28,0,1,14,0,0,4,1,0
3378,49,131,43,26,49,34,33,14,10,28,48,29,3,12,14,4,4,0
3379,21,16,7,7,0,10,0,3,0,0,0,0,1,1,0,0,0,0
3380,214,159,75,66,42,57,40,30,44,12,15,10,18,21,8,10,14,8
3381,12,12,2,5,3,1,0,2,1,2,3,3,3,2,0,0,0,0
3382,15,43,4,5,3,16,5,0,3,2,7,6,2,2,0,0,0,0
3383,21,18,13,7,10,4,6,4,7,3,1,2,2,1,1,0,3,0
3384,43,52,27,23,20,19,14,8,9,11,7,3,8,6,4,3,2,0
3385,10,15,18,3,8,4,6,6,2,2,6,4,2,1,1,0,0,0
3386,75,64,15,27,11,20,6,9,9,6,2,1,3,0,2,0,1,2
3387,66,30,32,51,13,14,6,37,9,2,1,1,20,0,3,7,0,3
3388,9,16,3,0,0,3,2,1,0,1,4,3,0,1,1,0,0,0
3389,146,159,241,137,136,59,138,44,38,71,55,25,20,22,36,4,12,2
3390,141,56,9,23,4,50,9,8,19,4,14,11,13,6,1,6,4,2
3391,407,512,232,204,114,155,136,106,44,77,101,36,50,36,39,15,17,22
3392,16,13,5,7,5,1,3,3,2,0,2,0,1,0,1,0,0,0
3393,83,54,85,49,63,43,57,23,40,19,21,6,24,26,29,7,22,0
3394,129,73,83,73,60,29,34,38,30,40,14,11,12,8,11,15,10,10
3395,12,23,10,16,11,7,5,2,0,10,1,2,2,1,1,2,0,0
3396,3,9,11,5,7,2,5,2,4,2,0,1,0,0,1,0,0,0
3397,22,6,7,2,3,2,6,3,3,0,2,0,0,1,2,1,0,0
3398,33,14,8,7,3,6,0,5,1,2,5,3,2,0,0,0,0,3
3399,48,35,84,37,33,18,34,11,11,4,25,25,3,10,6,0,1,0
3400,59,33,157,65,59,18,62,26,14,13,4,0,9,2,6,3,8,1
3401,188,322,212,129,133,83,121,42,51,112,112,52,24,46,30,8,26,1
3402,152,122,30,40,23,42,21,17,34,14,25,18,14,26,6,12,12,6
3403,63,48,93,44,29,16,37,17,14,12,28,37,4,15,8,3,6,1
3404,6,6,15,5,8,3,18,5,0,1,3,0,2,0,3,1,1,0
3405,21,16,4,6,2,4,5,2,4,1,1,1,1,0,1,1,0,1
3406,22,13,7,6,4,5,4,2,5,1,1,0,0,0,1,0,0,0
3407,7,8,5,5,2,5,3,2,2,1,2,1,1,0,1,1,1,0
3408,27,30,40,25,21,14,17,8,14,13,30,18,7,10,7,0,13,0
3409,12,3,15,39,5,4,4,10,1,2,1,1,5,0,1,1,0,0
3410,301,223,134,141,97,110,65,44,31,68,46,38,36,40,14,14,4,14
3411,101,107,115,85,79,32,56,37,33,37,32,17,16,13,12,7,2,4
3412,101,79,100,84,57,36,42,27,20,29,6,5,10,2,9,3,6,2
3413,65,43,15,19,9,13,5,12,10,5,2,2,5,2,2,2,0,4
3414,67,59,181,101,89,37,78,31,18,16,24,6,10,3,31,3,7,1
3415,63,69,39,30,24,27,20,11,10,6,14,12,4,7,9,4,3,1
3416,113,144,174,125,123,65,87,49,18,51,28,18,22,7,27,7,5,0
3417,41,56,6,12,4,14,3,11,6,1,2,4,3,1,1,16,3,1
3418,82,80,31,28,18,43,10,16,22,4,29,16,8,25,3,4,6,2
3419,52,32,46,9,42,22,26,6,10,3,10,2,2,4,19,2,2,0
3420,108,78,23,38,12,41,18,18,11,18,12,5,6,10,14,4,0,2
3421,11,10,4,5,2,5,3,1,1,0,0,0,1,1,0,0,0,0
3422,76,248,106,61,42,67,51,28,21,19,18,4,6,7,11,7,8,0
3423,77,182,79,36,68,49,47,30,26,19,22,12,11,13,24,2,4,3
3424,31,18,16,22,9,13,5,8,4,0,4,4,3,3,3,1,2,0
3425,229,151,121,156,44,58,46,76,24,19,9,3,39,5,14,8,10,7
3426,29,9,37,105,17,9,13,20,4,11,1,2,15,1,0,6,2,0
3427,14,2,13,32,6,2,4,13,2,2,1,0,4,0,1,1,0,0
3428,125,35,24,15,12,39,22,7,23,3,7,2,8,6,4,0,3,1
3429,17,8,3,5,0,7,0,5,1,3,0,0,1,0,0,0,0,3
3430,223,134,56,56,39,59,27,27,35,12,19,15,14,17,8,7,9,2
3431,23,10,38,10,13,26,16,2,10,3,2,1,1,3,3,0,1,0
3432,18,75,48,20,22,17,20,10,4,5,0,1,2,3,2,0,2,0
3433,19,26,23,17,17,6,15,11,5,17,12,6,3,2,3,2,2,1
3434,36,66,94,37,40,16,49,20,12,7,18,4,4,3,26,0,2,0
3435,48,40,36,17,19,34,33,3,15,3,6,1,9,4,3,1,16,0
3436,64,53,60,39,49,20,35,9,46,19,9,4,3,2,5,3,24,1
3437,11,42,1,3,1,7,1,2,1,1,2,3,1,1,2,0,1,0
3438,29,51,20,12,8,9,3,8,4,6,4,4,1,0,1,0,0,0
3439,24,37,37,11,21,8,22,8,11,4,7,7,2,4,8,2,0,0
3440,12,6,10,9,4,3,3,5,5,1,0,0,1,0,0,1,0,0
3441,143,103,110,86,26,107,37,31,20,6,5,1,9,3,5,1,4,0
3442,32,38,55,45,77,14,38,12,9,51,15,10,10,8,17,9,3,0
3443,6,4,9,11,17,3,3,2,3,3,0,0,2,1,2,4,0,0
3444,29,74,14,15,6,33,4,9,7,1,0,1,8,3,1,15,1,0
3445,43,39,25,27,47,17,28,5,6,9,19,25,6,10,19,3,1,2
3446,3,10,6,9,8,0,1,1,2,30,0,0,2,0,1,0,0,0
3447,24,25,37,30,29,7,18,9,6,8,1,4,6,0,1,3,2,0
3448,5,6,19,11,7,5,6,3,2,1,0,0,0,0,1,0,0,0
3449,20,18,22,18,23,2,8,8,6,7,3,5,5,1,3,7,0,0
3450,93,46,45,71,10,23,10,34,9,4,3,3,19,1,1,2,3,1
3451,20,46,5,18,4,9,1,7,1,0,2,2,2,0,1,1,0,0
3452,41,20,21,24,11,14,8,7,21,9,0,0,6,4,0,1,1,1
3453,135,80,98,56,32,29,37,27,57,15,17,12,11,11,8,3,13,0
3454,136,125,106,80,43,55,46,33,20,20,24,19,12,9,10,3,5,2
3455,8,15,2,5,2,3,0,4,1,0,0,0,7,0,0,1,0,0
3456,8,6,37,21,50,2,21,3,9,7,2,0,2,0,3,0,0,0
3457,85,44,32,37,11,30,9,19,30,12,1,2,7,2,0,4,6,1
3458,51,92,17,7,9,35,12,6,3,6,38,23,6,12,10,1,2,1
3459,10,11,14,3,7,7,6,3,3,2,1,0,0,0,2,0,0,0
3460,52,14,20,19,20,8,3,21,8,3,0,0,7,0,1,4,0,1
3461,12,4,32,10,9,5,8,5,8,3,0,0,1,0,1,0,2,0
3462,201,245,97,96,67,94,57,25,25,44,48,27,16,23,23,4,9,2
3463,17,22,8,5,4,4,2,3,5,2,3,1,2,3,1,1,0,1
3464,182,103,70,127,25,60,21,36,17,21,7,6,20,4,2,2,2,2
3465,11,15,21,10,14,8,14,6,5,5,18,21,1,7,10,1,0,0
3466,33,12,7,5,2,1,2,9,4,1,0,0,1,0,0,0,1,0
3467,25,24,10,8,7,6,6,7,10,2,2,4,1,1,1,1,1,0
3468,39,16,6,12,3,4,2,7,7,2,4,3,6,1,1,7,2,1
3469,158,120,143,73,69,53,72,28,57,41,36,31,21,32,13,9,20,1
3470,17,61,19,13,15,20,10,5,4,7,4,8,2,1,2,0,1,0
3471,290,314,219,184,103,115,98,81,34,45,29,18,30,13,24,7,20,3
3472,22,16,12,9,7,5,6,5,6,3,7,4,0,1,1,1,1,1
3473,87,74,24,14,6,58,7,8,12,1,1,0,7,2,4,1,1,0
3474,86,66,20,36,19,41,10,17,15,8,11,15,21,11,5,17,4,2
3475,283,210,117,119,47,110,51,57,42,32,38,24,30,23,12,12,9,8
