ID,Age,Location,Seniority-Book
65382,43,canada,1997
65426,46,australia,1954
65447,31,germany,1994
65471,13,canada,1998
65510,15,new zealand,2004
65513,52,canada,2001
65526,45,germany,2000
65539,42,italy,1990
65574,50,new zealand,1987
65579,25,germany,1999
65631,21,italy,1999
65645,43,spain,2000
65656,37,germany,1999
65665,40,australia,1993
65678,32,canada,1991
65699,32,germany,2002
65709,36,canada,2000
65710,34,switzerland,1999
65719,61,united kingdom,1990
65730,50,canada,2000
65731,50,new zealand,2003
65735,37,united kingdom,2000
65737,30,united kingdom,2002
65752,18,canada,1990
65754,42,france,2004
65767,15,new zealand,2002
65768,42,united kingdom,1992
65777,23,united kingdom,1986
65782,20,united kingdom,1993
65799,27,germany,2003
65814,32,germany,1999
65819,35,australia,1987
65827,35,germany,1993
65844,32,united kingdom,2000
65902,40,switzerland,2001
65907,44,italy,1992
65914,52,new zealand,2000
65917,47,canada,1997
65947,21,switzerland,2001
65956,22,italy,1991
65966,27,united kingdom,2002
65969,23,spain,1999
65982,54,united kingdom,1969
65986,35,germany,1996
65987,25,spain,2002
65989,35,germany,2002
65996,39,germany,1999
66000,32,united kingdom,1997
66003,33,united kingdom,2003
66034,35,canada,2003
66050,23,australia,1984
66076,45,united kingdom,1990
66077,41,canada,1994
66098,57,italy,2000
66109,22,canada,1997
66110,14,canada,2001
66138,53,australia,1995
66147,68,new zealand,1976
66162,69,italy,2003
66163,42,spain,2002
66204,24,australia,2002
66205,55,france,2003
66207,31,united kingdom,2001
66243,48,new zealand,2001
66247,17,new zealand,1973
66255,25,switzerland,2001
66258,23,canada,1999
66291,33,spain,2000
66292,40,united kingdom,1993
66293,13,new zealand,2004
66303,36,united kingdom,2004
66327,33,italy,1998
66329,33,germany,1998
66358,27,france,2002
66362,20,canada,1998
66379,29,united kingdom,1997
66407,18,germany,2000
66414,34,switzerland,1990
66423,32,germany,1990
66443,29,canada,2000
66467,22,germany,1999
66483,16,germany,1990
66494,20,switzerland,1996
66507,21,canada,1983
66564,20,spain,2003
66579,27,spain,1962
66595,56,canada,2002
66599,36,spain,2004
66611,57,united kingdom,2000
66618,46,united kingdom,2000
66619,25,italy,1998
66652,48,canada,2002
66663,50,germany,1980
66686,25,germany,1990
66699,27,united kingdom,1993
66715,54,australia,1990
66746,27,canada,2004
66751,50,australia,2001
66765,39,canada,2002
66769,60,united kingdom,1995
66780,54,canada,1993
66819,32,united kingdom,1998
66841,59,canada,1994
66849,33,united kingdom,1994
66853,39,canada,1973
66857,37,canada,2001
66882,36,canada,2001
66885,33,france,1990
66886,21,spain,1999
66892,42,canada,1999
66909,65,united kingdom,2002
66912,75,united kingdom,1994
66935,41,germany,2003
66948,49,united kingdom,2002
66952,47,germany,1991
66974,48,canada,2001
67017,27,united kingdom,1997
67023,27,spain,1998
67048,26,united kingdom,1976
67062,22,united kingdom,1994
67068,23,germany,1998
67072,19,canada,2002
67079,35,united kingdom,2003
67082,29,france,1992
67083,31,switzerland,1977
67086,26,united kingdom,1995
67103,48,spain,1992
67111,36,germany,1997
67116,28,germany,2002
67120,29,germany,1990
67158,36,new zealand,2002
67172,36,italy,1996
67173,28,italy,1997
67176,31,canada,2002
67187,58,canada,2000
67202,2,canada,2002
67214,30,united kingdom,1998
67321,37,canada,1998
67374,47,united kingdom,1990
67387,32,united kingdom,1984
67404,35,united kingdom,2000
67407,23,united kingdom,1988
67435,20,france,2002
67463,19,australia,1991
67497,35,germany,2000
67544,30,canada,1989
67560,43,australia,1996
67563,22,united kingdom,1999
67573,63,canada,2001
67598,22,germany,2001
67600,36,united kingdom,1997
67601,30,germany,1992
67603,29,united kingdom,2000
67620,22,australia,2003
67668,21,united kingdom,1992
67687,41,canada,2001
67692,52,canada,1983
67716,32,united kingdom,1997
67718,45,italy,1990
67719,25,italy,1990
67720,15,germany,2002
67721,25,canada,1990
67743,50,united kingdom,2000
67778,37,canada,1997
67785,29,united kingdom,1997
67795,18,spain,1999
67800,33,canada,1996
67804,31,canada,2004
67838,49,canada,1998
67909,33,australia,1990
67914,49,united kingdom,2000
67932,18,germany,2001
67941,37,spain,2003
67992,38,united kingdom,2003
67994,57,australia,2004
68000,10,canada,1999
68014,18,united kingdom,2002
68066,52,canada,2001
68067,54,australia,2002
68097,42,new zealand,2001
68120,28,united kingdom,2000
68170,37,germany,1990
68188,51,united kingdom,1995
68205,27,united kingdom,1983
68226,28,germany,1998
68295,22,france,2003
68328,32,germany,2002
68339,32,spain,1986
68341,26,united kingdom,1990
68346,26,italy,1992
68395,15,new zealand,1996
68398,26,australia,2002
68412,19,united kingdom,2004
68414,30,australia,1985
68422,27,united kingdom,1994
68424,25,germany,2002
68426,25,canada,1997
68455,44,canada,2000
68483,25,spain,1995
68495,32,spain,1984
68502,9,germany,2003
68524,9,australia,2001
68647,43,canada,1996
68649,29,united kingdom,1995
68650,24,canada,1971
68721,30,canada,1994
68729,58,canada,2001
68743,46,united kingdom,2001
68747,44,canada,2001
68749,37,canada,2000
68784,38,new zealand,1999
68786,14,canada,1999
68816,20,australia,1959
68853,59,canada,1999
68862,25,germany,1996
68863,18,germany,1997
68894,22,canada,1991
68897,44,germany,2003
68913,9,spain,2002
68934,24,germany,1994
68948,17,canada,1994
68969,56,australia,1992
68994,25,germany,1990
69010,39,canada,1993
69021,26,germany,1998
69025,27,spain,1994
69030,42,italy,1999
69042,55,canada,1990
69049,28,spain,2001
69053,24,spain,2002
69063,29,united kingdom,1990
69076,31,spain,2001
69079,27,italy,1994
69086,32,germany,2000
69089,28,australia,2002
69114,28,switzerland,2003
69141,23,germany,1998
69177,40,new zealand,1997
69189,34,spain,2003
69193,16,united kingdom,2002
69245,50,spain,2002
69276,22,united kingdom,2003
69281,35,canada,2003
69291,32,united kingdom,1992
69311,29,germany,1999
69331,37,germany,1987
69332,32,germany,2000
69335,23,united kingdom,1985
69341,36,canada,2003
69343,23,canada,1986
69360,104,united kingdom,1990
69368,45,canada,1998
69380,58,united kingdom,1999
69384,44,united kingdom,1990
69400,32,canada,1994
69406,56,united kingdom,1990
69411,50,australia,2001
69444,50,germany,1998
69454,52,australia,1999
69499,31,australia,2002
69507,53,united kingdom,1990
69526,21,canada,2002
69617,24,spain,1998
69648,34,united kingdom,1988
69679,18,united kingdom,2000
69727,25,switzerland,2000
69731,45,canada,2002
69732,23,france,1997
69734,23,germany,1998
69742,53,france,1990
69747,15,australia,1989
69749,20,canada,2001
69766,37,united kingdom,1990
69773,27,spain,1975
69787,34,germany,1992
69790,41,australia,1990
69795,39,germany,1982
69808,34,france,1995
69858,26,canada,1992
69865,25,spain,1997
69878,38,united kingdom,2004
69891,25,germany,1999
69893,18,germany,1999
69896,63,united kingdom,2003
69906,28,canada,2002
69913,33,germany,2000
69944,50,australia,1996
69955,50,france,2003
69964,50,canada,1997
69967,41,canada,1998
69973,26,canada,1974
69998,47,spain,1993
70019,30,italy,2002
70021,37,australia,1990
70038,27,canada,1996
70040,33,germany,2000
70052,30,canada,2003
70065,19,canada,2001
70118,38,united kingdom,1999
70121,13,new zealand,1999
70122,55,canada,2002
70138,28,canada,2001
70153,34,canada,2004
70165,25,canada,2003
70183,25,canada,1998
70186,27,canada,1992
70193,33,france,1990
70220,26,germany,2003
70222,56,canada,1997
70238,26,germany,2000
70247,34,germany,1997
70260,39,germany,2002
70266,37,switzerland,2003
70285,34,australia,1986
70291,56,australia,2003
70310,21,france,1999
70314,23,canada,2004
70324,50,germany,1994
70369,55,united kingdom,1990
70395,22,canada,1986
70399,18,germany,1994
70441,41,canada,2003
70450,25,canada,1991
70451,44,canada,2001
70453,27,canada,1998
70457,36,italy,2002
70469,23,france,2001
70472,16,canada,1997
70479,19,france,1996
70504,33,canada,1998
70541,26,germany,2000
70550,37,australia,2004
70569,42,canada,1999
70594,53,canada,2001
70596,30,switzerland,2001
70597,24,united kingdom,2004
70606,27,australia,2001
70629,35,germany,2003
70645,41,spain,1995
70656,22,germany,1992
70661,37,france,1995
70694,53,united kingdom,1997
70696,57,canada,1990
70699,33,australia,2004
70713,49,australia,2003
70731,38,australia,2004
70788,41,germany,2000
70796,26,spain,2003
70801,24,spain,2000
70803,17,canada,1991
70806,22,canada,1998
70813,24,canada,1989
70832,50,australia,2004
70866,31,germany,2000
70885,38,australia,1998
70900,31,spain,1994
70941,63,spain,2002
70949,30,spain,2001
70965,31,canada,2002
70969,36,united kingdom,1978
70996,31,italy,1990
71062,33,spain,1979
71073,20,spain,1993
71086,49,spain,2001
71102,23,united kingdom,2001
71130,43,germany,1977
71137,44,germany,2002
71155,16,germany,1991
71162,40,canada,1998
71172,21,united kingdom,1997
71179,59,australia,1987
71229,51,australia,1990
71247,23,united kingdom,2001
71268,42,canada,2001
71269,45,canada,1989
71285,28,spain,2001
71287,29,united kingdom,1998
71291,48,spain,1993
71308,44,canada,1999
71317,28,germany,1999
71359,50,germany,1979
71377,31,canada,2002
71391,19,germany,2000
71418,43,germany,2000
71430,29,spain,2001
71450,48,spain,2000
71469,0,united kingdom,2002
71470,62,canada,2002
71476,17,spain,1999
71486,60,united kingdom,1990
71498,22,canada,1990
71521,35,canada,2001
71533,26,united kingdom,1984
71537,19,australia,1997
71546,34,germany,1999
71553,45,germany,2002
71554,37,germany,1997
71558,55,canada,2003
71568,28,canada,2000
71577,30,germany,1999
71582,37,germany,2000
71600,27,spain,2003
71604,48,new zealand,1999
71605,29,germany,2002
71637,0,germany,1994
71641,30,germany,2002
71648,19,canada,1994
71672,60,germany,2001
71674,29,germany,2002
71676,56,germany,1991
71683,23,australia,2002
71684,44,germany,2001
71698,17,germany,2002
71700,32,germany,1989
71714,39,spain,1998
71720,26,france,1992
71728,49,spain,2003
71739,34,germany,1994
71822,47,australia,2001
71824,35,italy,1998
71837,60,australia,1990
71859,20,germany,2002
71872,23,spain,1997
71877,28,australia,1990
71883,21,spain,1997
71889,25,canada,2001
71905,32,germany,2002
71912,38,spain,1996
71914,24,spain,2003
71918,36,germany,2000
71927,32,germany,1994
71936,25,spain,2000
71952,39,spain,2001
71957,26,germany,2003
71967,24,germany,1997
71974,30,spain,1998
71981,30,spain,2003
71993,43,united kingdom,1990
72000,73,united kingdom,1998
72029,52,france,2000
72038,35,italy,1993
72040,34,canada,2004
72060,31,united kingdom,1994
72111,16,spain,2000
72113,22,germany,2000
72124,22,spain,2002
72139,48,united kingdom,1999
72143,28,spain,1998
72148,19,germany,1999
72151,37,germany,1998
72153,20,germany,1997
72154,40,germany,1992
72155,27,germany,2000
72169,25,spain,2000
72177,52,germany,1990
72195,21,germany,2003
72198,37,germany,2000
72201,37,united kingdom,2002
72210,17,france,2000
72211,18,france,2000
72214,40,canada,1999
72221,25,united kingdom,1986
72222,22,germany,1998
72254,38,canada,1997
72282,50,canada,1989
72300,22,spain,1999
72309,34,spain,1984
72312,22,canada,1980
72322,23,united kingdom,1986
72347,32,switzerland,1990
72352,49,spain,1998
72363,19,italy,1990
72366,33,united kingdom,2002
72390,22,australia,2003
72398,28,spain,2003
72404,16,spain,2003
72416,29,australia,2002
72417,54,canada,1998
72423,31,united kingdom,1999
72424,58,australia,2004
72425,17,canada,1992
72448,27,spain,1992
72451,51,united kingdom,1988
72456,25,italy,1991
72487,22,italy,2002
72514,21,germany,2003
72519,28,spain,1986
72526,19,united kingdom,1997
72528,23,switzerland,2002
72540,24,spain,1995
72554,31,canada,1994
72589,30,spain,1997
72601,24,germany,2002
72644,26,germany,2004
72672,55,spain,1994
72682,46,canada,1996
72687,70,australia,2004
72688,54,australia,2002
72689,60,canada,1990
72726,28,germany,2001
72728,30,spain,1982
72735,67,australia,1984
72770,32,australia,1994
72771,44,germany,1990
72776,54,canada,2001
72804,20,france,2002
72818,20,france,1965
72828,22,italy,1990
72831,0,australia,1989
72858,20,germany,1990
72866,51,australia,1998
72874,36,united kingdom,1986
72909,32,canada,2000
72947,35,canada,1962
72949,16,canada,1988
72992,44,france,1992
72999,42,germany,1996
73038,36,canada,2001
73045,18,canada,2000
73061,25,germany,1997
73070,34,australia,1986
73076,26,united kingdom,1998
73095,27,united kingdom,1999
73097,28,canada,1971
73098,27,australia,1983
73143,29,canada,2003
73222,18,new zealand,1998
73231,25,australia,1995
73238,0,canada,2004
73289,50,canada,2003
73306,23,united kingdom,1990
73311,37,germany,1992
73314,64,germany,2002
73315,59,new zealand,1999
73324,34,canada,2002
73336,53,canada,1990
73354,24,canada,2003
73366,25,germany,2003
73379,40,united kingdom,1990
73390,24,italy,1990
73402,25,spain,1998
73411,35,united kingdom,2000
73445,16,australia,2004
73464,28,germany,1998
73467,56,canada,1992
73469,56,canada,1983
73474,27,canada,2002
73483,27,france,1998
73485,30,france,1993
73501,22,spain,1989
73523,23,spain,2001
73554,41,spain,1998
73578,19,canada,2003
73584,30,canada,2001
73619,36,italy,1993
73636,29,united kingdom,1996
73704,29,united kingdom,1986
73712,27,italy,2003
73716,30,canada,2003
73726,29,spain,2001
73742,22,united kingdom,2001
73755,13,australia,1961
73767,52,united kingdom,1999
73769,37,canada,1997
73772,28,spain,1997
73773,32,germany,1990
73804,38,germany,1990
73824,26,germany,1990
73829,36,spain,1998
73850,31,australia,1993
73854,37,germany,2001
73861,29,australia,1998
73877,27,switzerland,1990
73880,27,france,1992
73885,27,united kingdom,1994
73889,17,australia,1996
73895,42,united kingdom,1990
73903,24,spain,1994
73911,32,australia,2004
73942,59,canada,1989
73953,29,australia,2000
73964,0,france,2000
73992,24,spain,2002
74000,21,italy,1990
74025,33,canada,2002
74029,25,united kingdom,1970
74044,44,australia,2001
74074,14,germany,2002
74076,62,canada,1995
74080,22,germany,1995
74086,50,canada,1990
74089,29,united kingdom,2000
74121,42,united kingdom,2004
74132,44,canada,2002
74152,48,spain,1995
74172,20,france,2002
74199,14,australia,2003
74201,39,italy,1997
74215,26,france,2004
74258,48,australia,2000
74262,23,italy,1999
74274,49,canada,2000
74281,1,canada,1990
74282,28,france,2001
74301,22,united kingdom,1999
74329,16,united kingdom,1998
74330,31,canada,1999
74335,14,canada,1989
74366,43,australia,2003
74375,17,canada,1986
74391,40,canada,1989
74409,19,germany,1990
74451,75,canada,2001
74462,38,germany,2002
74492,26,united kingdom,2001
74505,26,france,2003
74507,28,united kingdom,1998
74522,58,australia,2001
74526,52,italy,1994
74546,29,italy,1990
74554,22,new zealand,1980
74559,26,italy,1994
74610,29,canada,1986
74630,20,canada,1997
74631,28,united kingdom,2000
74635,16,australia,1997
74654,29,germany,2002
74669,30,united kingdom,1965
74703,23,canada,1994
74722,21,united kingdom,1992
74782,32,australia,1986
74825,38,australia,1999
74833,35,germany,2001
74836,24,australia,1995
74846,26,canada,2002
74855,41,spain,2001
74869,56,australia,2001
74884,40,canada,1990
74892,18,canada,2002
74898,35,canada,1999
74910,22,canada,2000
74920,56,canada,2003
74928,0,spain,1998
74929,31,germany,2000
74934,27,spain,2002
74940,25,spain,1996
74941,29,australia,1999
74958,25,spain,2001
74978,21,germany,2002
74988,28,germany,1998
74999,33,canada,2003
75074,31,germany,2002
75108,17,switzerland,1998
75115,31,germany,2000
75133,26,united kingdom,1998
75135,33,spain,1999
75144,39,united kingdom,1994
75181,22,germany,2002
75187,40,australia,1990
75223,21,italy,2002
75231,56,spain,2003
75256,27,germany,2003
75259,53,canada,2001
75271,31,spain,1990
75293,24,france,1990
75308,28,united kingdom,2003
75328,27,canada,1983
75349,49,switzerland,1997
75355,35,germany,1999
75366,18,spain,2001
75370,25,spain,2000
75371,30,france,1976
75386,40,france,2003
75410,29,spain,2001
75445,30,spain,1999
75458,54,canada,1990
75462,22,germany,1990
75467,20,spain,1989
75468,22,france,2002
75542,53,canada,2001
75581,34,germany,2000
75582,37,australia,1999
75589,24,germany,1998
75599,25,germany,1988
75610,17,spain,2004
75617,61,germany,2000
75619,22,germany,1997
75632,29,spain,1998
75644,60,australia,1982
75668,37,germany,1974
75670,41,united kingdom,2003
75739,56,united kingdom,1998
75747,25,united kingdom,1992
75752,50,united kingdom,2001
75767,12,australia,1990
75773,25,united kingdom,2001
75781,53,canada,1993
75833,66,germany,1990
75854,25,canada,1999
75880,19,canada,1998
75914,35,canada,2000
75923,23,canada,1998
75928,67,australia,2003
75947,50,germany,2001
75952,37,australia,1993
75958,28,canada,1990
75986,40,germany,1990
75991,55,spain,2001
76006,34,italy,1990
76011,33,germany,2002
76013,45,italy,1990
76019,28,united kingdom,2001
76024,21,switzerland,2004
76046,27,switzerland,2002
76054,39,canada,1991
76062,46,canada,1990
76079,36,italy,1999
76095,25,spain,1998
76110,21,spain,1999
76111,31,spain,1999
76116,33,germany,1988
76117,27,canada,1990
76122,46,canada,1990
76135,17,canada,1985
76148,28,spain,2000
76158,22,france,1993
76169,27,france,2000
76173,71,canada,2003
76184,45,germany,2002
76190,27,italy,2002
76204,49,canada,1997
76205,28,spain,1996
76239,52,united kingdom,1998
76249,25,spain,2001
76250,21,spain,2002
76252,47,spain,1996
76265,30,spain,1995
76278,43,spain,1991
76284,59,united kingdom,1994
76287,29,spain,1998
76345,29,spain,2002
76350,20,united kingdom,1999
76390,57,australia,1998
76409,53,united kingdom,2002
76432,57,france,2001
76440,13,italy,1989
76445,29,spain,1985
76450,64,united kingdom,1990
76453,18,france,1990
76464,24,spain,2001
76470,15,australia,1999
76471,44,spain,2002
76545,32,canada,1990
76575,44,spain,2003
76583,25,united kingdom,2004
76626,38,united kingdom,1990
76632,17,spain,2000
76656,30,spain,2001
76662,37,spain,1998
76670,23,spain,2000
76682,25,canada,2002
76684,20,germany,2003
76686,38,spain,1992
76691,24,canada,2002
76701,20,germany,2002
76709,53,canada,2000
76724,35,canada,1999
76728,24,australia,1999
76741,28,canada,2002
76748,24,spain,1998
76751,21,canada,1992
76787,34,canada,2000
76798,17,france,1992
76815,22,canada,2001
76878,31,france,1995
76884,39,germany,2001
76901,16,canada,2004
76914,48,new zealand,1977
76923,30,italy,1994
76961,14,spain,2004
76968,21,germany,1998
76989,16,france,1990
76991,42,canada,2002
77011,28,germany,1991
77033,34,new zealand,2001
77035,32,united kingdom,2001
77038,26,australia,2000
77039,35,spain,2003
77042,33,canada,2002
77047,49,canada,1996
77062,27,canada,1989
77072,39,germany,1985
77075,30,italy,1990
77078,36,spain,2000
77093,15,germany,1999
77099,14,spain,1998
77106,36,germany,2002
77113,52,australia,1987
77114,33,spain,1991
77120,24,australia,1996
77126,33,spain,2002
77130,34,spain,2004
77133,22,canada,1995
77143,31,spain,1990
77146,53,australia,1983
77171,22,united kingdom,1996
77172,34,germany,2003
77203,54,canada,2001
77208,34,canada,1971
77219,26,germany,1994
77228,39,australia,1990
77229,35,canada,1995
77241,22,spain,1997
77246,36,spain,1997
77250,17,germany,2001
77304,79,canada,1988
77308,42,switzerland,1976
77314,30,spain,2001
77335,19,germany,2001
77342,15,australia,2001
77344,27,united kingdom,1998
77349,48,united kingdom,1987
77360,38,united kingdom,1990
77383,25,canada,1997
77389,28,united kingdom,1998
77400,29,australia,1996
77411,28,united kingdom,1990
77424,29,canada,1999
77462,11,canada,1996
77468,46,new zealand,1996
77471,21,australia,1993
77492,22,canada,2000
77495,25,germany,2003
77523,27,united kingdom,2001
77530,38,canada,1999
77532,26,spain,2002
77538,21,germany,1992
77564,23,spain,1991
77575,23,spain,2001
77610,63,new zealand,1983
77630,38,germany,1988
77644,89,spain,1981
77651,21,canada,1997
77653,26,united kingdom,1998
77673,33,germany,2002
77678,46,germany,1990
77698,31,germany,2002
77723,22,germany,1995
77752,65,canada,1995
77753,68,canada,2002
77771,16,germany,2002
77799,30,australia,1981
77876,31,australia,1990
77887,51,canada,1982
77889,35,spain,2003
77916,25,germany,2000
77922,50,canada,1999
77948,55,australia,2001
77966,65,united kingdom,1996
78004,20,australia,1988
78037,19,united kingdom,1991
78051,18,canada,1992
78067,15,germany,2001
78096,30,united kingdom,1998
78099,28,germany,1993
78111,22,germany,1988
78112,40,spain,1982
78168,22,france,1992
78176,64,australia,1990
78194,53,united kingdom,1990
78222,20,canada,1999
78231,35,switzerland,1999
78262,16,canada,1996
78264,21,australia,1990
78275,23,spain,2000
78281,24,canada,2002
78287,29,switzerland,1992
78313,31,australia,1998
78335,24,united kingdom,1996
78353,49,canada,1986
78370,20,germany,1997
78399,47,germany,2001
78401,46,italy,2000
78409,18,australia,1997
78410,34,australia,2001
78416,37,spain,1998
78423,51,canada,1989
78472,24,canada,2000
78474,39,united kingdom,2003
78482,22,australia,1990
78484,33,germany,2002
78490,38,germany,1992
78498,9,australia,1998
78529,30,germany,2002
78531,40,united kingdom,2000
78541,24,germany,1974
78550,37,united kingdom,2002
78555,24,united kingdom,2003
78559,4,canada,1987
78562,30,spain,1998
78565,15,united kingdom,2001
78619,37,australia,1998
78639,31,spain,1998
78641,49,spain,2002
78642,30,germany,2001
78648,27,spain,1999
78694,32,germany,1995
78737,31,germany,2001
78740,40,australia,1992
78744,24,australia,2002
78755,53,germany,1984
78761,34,germany,2003
78766,37,spain,2003
78770,32,canada,2001
78772,36,germany,2001
78773,19,germany,1999
78774,46,germany,1994
78796,22,germany,1994
78797,53,new zealand,2004
78824,16,australia,1988
78836,63,canada,1998
78845,25,canada,2000
78862,28,germany,1994
78869,43,france,2003
78870,48,canada,1985
78871,46,france,1972
78884,31,germany,1992
78889,20,germany,2000
78896,32,united kingdom,2000
78902,34,canada,1989
78908,26,spain,1998
78916,60,canada,2001
78932,35,united kingdom,1988
78938,30,canada,1980
78951,26,spain,2001
78952,27,spain,1996
78963,29,switzerland,2001
78964,26,germany,1987
78974,24,spain,2004
78976,48,australia,1997
78983,18,australia,1997
78991,13,australia,2004
78992,17,united kingdom,1999
79004,15,canada,2002
79007,18,canada,1979
79019,28,germany,1996
79048,26,germany,2003
79056,37,canada,1997
79063,26,australia,2002
79098,40,france,1993
79123,34,spain,1995
79130,12,australia,1994
79172,34,canada,1997
79191,57,spain,1999
79196,37,spain,2003
79213,37,germany,2001
79255,18,canada,2003
79308,26,united kingdom,1999
79315,43,germany,2001
79325,23,canada,1988
79340,35,germany,2001
79343,43,canada,1998
79398,30,canada,1997
79421,32,united kingdom,2002
79428,23,new zealand,1973
79441,43,canada,1995
79444,41,australia,1995
79447,22,spain,1984
79459,21,france,1996
79481,31,united kingdom,2001
79517,20,canada,2003
79527,25,canada,1994
79537,34,germany,2000
79547,51,canada,2000
79556,27,united kingdom,2001
79574,42,germany,2001
79589,36,spain,1985
79600,21,canada,1992
79638,37,united kingdom,1999
79639,54,spain,1999
79655,57,canada,1999
79664,31,france,2000
79667,3,spain,1998
79680,26,germany,2002
79681,15,germany,1974
79687,24,germany,1998
79691,27,italy,1997
79700,22,united kingdom,1990
79716,50,australia,1997
79726,17,canada,2000
79769,17,germany,1993
79797,76,germany,2000
79813,29,spain,2001
79821,39,united kingdom,2004
79823,35,germany,2002
79834,36,united kingdom,2000
79839,16,united kingdom,2003
79854,29,united kingdom,1990
79866,36,spain,2002
79904,23,canada,1993
79921,57,canada,2003
79933,38,germany,1994
79935,27,switzerland,1997
79942,26,australia,2001
79952,35,australia,1997
79954,38,germany,2002
79962,22,united kingdom,1990
79965,19,germany,2002
79973,65,germany,2003
79978,34,canada,2002
80018,1,france,1990
80021,20,germany,1989
80023,21,germany,2002
80039,24,germany,1994
80056,33,united kingdom,1995
80061,29,switzerland,1989
80066,44,united kingdom,2003
80067,34,australia,2002
80072,19,australia,2003
80078,39,germany,1999
80081,18,canada,2004
80092,29,united kingdom,1992
80093,21,spain,2000
80119,63,canada,1995
80155,28,spain,2000
80180,24,spain,2001
80210,18,germany,2002
80216,14,new zealand,1991
80218,34,united kingdom,1982
80221,32,spain,2003
80223,45,canada,2002
80235,26,spain,2003
80258,40,united kingdom,1999
80266,42,germany,1981
80272,23,united kingdom,2002
80274,14,australia,1990
80306,44,germany,2002
80310,35,australia,1993
80326,35,united kingdom,1993
80328,44,canada,2003
80331,60,australia,1990
80336,31,canada,2003
80371,50,australia,1990
80397,36,united kingdom,1997
80403,30,australia,1992
80414,46,italy,1999
80420,48,united kingdom,2001
80443,40,australia,1993
80506,32,canada,1993
80513,23,spain,1988
80532,57,canada,1979
80537,27,australia,1999
80547,34,canada,2002
80549,34,canada,1995
80555,20,united kingdom,1990
80581,39,australia,2003
80594,19,united kingdom,1989
80595,37,australia,1996
80603,31,spain,2001
80625,24,germany,1996
80631,20,germany,2003
80637,47,spain,1996
80653,25,germany,2002
80691,58,australia,1996
80714,34,united kingdom,1990
80754,26,germany,1999
80755,22,germany,1994
80766,17,united kingdom,1997
80781,27,germany,2000
80785,25,canada,1998
80798,41,germany,1994
80802,50,australia,2003
80803,27,france,1983
80818,50,canada,1995
80829,34,germany,2001
80849,55,spain,1998
80866,55,germany,2001
80891,42,spain,2001
80892,37,united kingdom,1991
80908,30,spain,2004
80932,20,new zealand,1987
80945,46,germany,2002
80995,23,canada,1972
81015,15,canada,1993
81017,39,united kingdom,1999
81059,38,germany,1999
81063,18,germany,2002
81067,41,australia,2003
81087,31,canada,1996
81088,18,united kingdom,1995
81115,28,germany,1990
81120,42,germany,1994
81128,44,germany,1998
81138,0,canada,2004
81153,27,united kingdom,2004
81158,36,canada,1996
81194,36,germany,1995
81197,56,canada,2002
81211,28,germany,1990
81227,20,united kingdom,1998
81264,11,canada,1997
81268,37,germany,1993
81274,28,united kingdom,2003
81290,35,germany,1992
81296,31,canada,1985
81315,23,canada,1992
81337,56,united kingdom,2003
81359,20,canada,1999
81362,59,canada,2002
81378,46,germany,2002
81415,23,germany,2000
81446,45,canada,1994
81449,29,germany,1990
81456,31,canada,1993
81465,28,switzerland,1993
81473,29,spain,1983
81481,34,germany,2002
81490,58,canada,1992
81503,58,canada,2001
81514,32,germany,1976
81537,46,germany,1998
81568,42,australia,1990
81587,48,new zealand,1998
81598,16,canada,2000
81619,30,canada,1999
81637,66,australia,1999
81640,50,united kingdom,2002
81646,36,united kingdom,1999
81651,37,germany,2002
81659,54,canada,1997
81662,16,canada,1999
81689,19,spain,2003
81703,20,france,2001
81705,32,germany,2003
81706,54,germany,2001
81710,60,new zealand,1999
81754,23,germany,1998
81760,19,canada,1981
81762,30,germany,2002
81764,18,germany,2002
81785,54,united kingdom,1990
81788,49,australia,1992
81797,29,spain,2000
81804,32,spain,1998
81807,60,switzerland,1985
81845,34,united kingdom,1997
81852,27,canada,1979
81855,42,united kingdom,1990
81862,29,united kingdom,1997
81864,28,switzerland,1997
81865,27,canada,2002
81912,26,canada,1991
81921,27,spain,2003
81961,48,canada,1993
81970,26,germany,2000
81982,28,germany,1990
82009,33,germany,2001
82043,52,australia,1997
82052,50,united kingdom,2002
82057,20,germany,1979
82065,24,france,2000
82068,35,spain,2002
82074,58,australia,2000
82075,41,switzerland,1990
82082,32,australia,1999
82102,20,canada,1996
82118,40,canada,1980
82128,44,france,2002
82130,22,spain,2003
82131,26,united kingdom,1990
82133,53,canada,1983
82151,15,australia,2003
82164,46,canada,1988
82167,14,australia,1977
82169,28,australia,1997
82174,32,canada,2002
82175,25,canada,1996
82182,28,germany,2002
82209,51,canada,1996
82211,43,germany,2000
82219,39,canada,2001
82232,40,spain,2001
82240,23,united kingdom,2002
82258,12,new zealand,1990
82261,18,united kingdom,1996
82271,15,australia,2003
82273,61,canada,2003
82274,35,australia,1998
82280,42,australia,1990
82283,45,germany,2003
82284,37,germany,1979
82299,13,germany,1990
82326,26,switzerland,1998
82337,22,switzerland,1994
82343,16,canada,1998
82350,33,germany,1994
82353,53,germany,1990
82360,44,germany,1995
82371,24,united kingdom,1992
82379,26,france,1999
82394,33,spain,2001
82433,29,france,2000
82436,29,spain,2001
82437,22,france,2000
82501,33,germany,1990
82538,34,australia,2002
82548,29,canada,1998
82563,51,canada,2002
82596,9,united kingdom,2002
82607,36,united kingdom,2002
82629,21,canada,1991
