ISBN,Title,Author,Year_Publication,Publisher
35654,Mazes and Labyrinths: Their History and Development,William Henry Matthews,1970,Dover Publications
35492,The Death Ceremony,James Melville,1985,Marboro Books
42885,"Great Baseball Feats, Facts &amp; Firsts 2001 (Great Baseball Feats, Facts &amp; Firsts)",David Nemec,2001,Signet Book
35659,Manchurian Candidate,Richard Condon,1988,Jove Books
43776,Grover Learns to Read (Jellybean Books),Dan Elliott,1999,Random House Children's Books
42825,"Tempting Harriet (Signet Regency Romance, 7952)",Mary Balogh,1994,Signet Book
43677,LEGACY OF THE ROSE : LEGACY OF THE ROSE,Kasey Michaels,1992,Pocket
59467,"Cupid'S Dagger (Harlequin Intrigue, No 22262)",Leona Karr,1994,Harlequin
40896,Forevermore (Harper Monogram),Maura Seger,1994,HarperCollins Publishers
40929,Dear Lady,Robin Lee Hatcher,1997,Harper Mass Market Paperbacks (Mm)
43624,WARRIOR HEART,Jane Bonander,1997,Pocket
44022,Dangerous Angels,Amanda Scott,1997,Pinnacle Books
35509,Rear Window and Four Short Novels,Cornell Woolrich,1984,Ballantine Books
35650,Looking Backward,Edward Bellamy,1989,Signet Classics
35723,Gone to Soldiers: A Novel,Marge Piercy,1987,Simon &amp; Schuster
41774,"Now And Forever (Silhouette Shadows, No 65)",Kimberly Raye,1996,Silhouette
35670,Magical Child: Rediscovering Nature's Plan for Our Children,Joseph Chilton Pearce,1977,Penguin USA
41850,"Storm Warning # 4   (Language Of Love) (Language of Love, No 4)",Nora Roberts,1992,Silhouette
43070,Analise,Lisa Gregory,1981,Berkley Pub Group (Mm)
43025,Hidden Heart (Futuristic Romance),Anne Avery,1996,Love Spell
42111,Flame of Fury,Sharon Green,1993,Harper Mass Market Paperbacks (Mm)
43071,Crystal Heart,Lisa Gregory,1982,Jove Publications
35522,"Warrior'S Kiss (Historical, 504)",Molly Moore,2000,Harlequin
45095,"Twinkle, Twinkle Little Spy",Len Deighton,1977,HarperCollins Publishers
41027,The Dinosaur Who Lived in My Backyard (Picture Puffins),B. G. Hennessy,1990,Puffin Books
44266,Rake's Gambit (Zebra Regency Romance),Meg-Lynn Roberts,1997,Zebra Books
43016,Star-Crossed (Love Spell Futuristic Romance),Saranne Dawson,1994,Love Spell
44449,Where Two Ways Met (Grace Livingston Hill #01),Grace Livingston Hill,1989,Tyndale House Publishers
44435,Ladybird (Grace Livingston Hill #55),Grace Livingston Hill,1993,Tyndale House Publishers
35786,Grass Kingdom,Jory Sherman,1995,Tor Books (Mm)
44444,A Voice in the Wilderness (Grace Livingston Hill #91),Grace Livingston Hill,1994,Tyndale House Pub
42699,Dangerous,Millie Criswell,1998,Warner Books
43272,"The Silver Glove (Socery Hall Trilogy, Vol 2)",Suzy McKee Charnas,1989,Starfire
43479,The Stepdaughter,Carol Ellis,1993,Scholastic Paperbacks
35727,BLOODY MARY,Gabrielle Kraft,1990,Pocket
44245,Texas Renegade,Dana Ransom,1996,Zebra Books
42783,A Flush of Shadows: Five Short Novels Featuring Constance Leidl and Charlie Meiklejohn,Kate Wilhelm,1996,Fawcett Books
43836,BUNNICULA'S LONG-LASTING LAUGH-ALOUDS : A BOOK OF JOKES &amp; RIDDLES TO TICKLE YOUR BUNNY-BONE! (Bunnicula (Paperback)),James Howe,1999,Little Simon
43076,Sloop of War,Alexander Kent,1984,Jove Books
35848,Midnight to the North: The Untold Story of the Woman Who Saved the Polaris Expedition,Sheila Nickerson,2002,Jeremy P. Tarcher
35545,"A Renaissance in Harlem : Lost Essays of the WPA, by Ralph Ellison, Dorothy West, and Other Voices of a Generation",Lionel C. Bascom,2001,Amistad
41855,Husbands Don'T Grow On Trees (Silhouette Yours Truly),Fern Michaels,1995,Silhouette
44455,Highland Rose,Catherine Linden,1988,Leisure Books
43100,Enchanted,Patti Berg,1994,Jove Books
44101,Ashes of Roses,Mary Jane Auch,2002,Henry Holt and Co. (BYR)
41773,"Mystery Child (Silhouette Shadows, No 61)",Carla Cassidy,1996,Silhouette
42376,Blind Voices,Tom Reamy,1979,Berkley Pub Group
35496,Implant,F. Paul Wilson,1995,St Martins Pr
35823,Tales of the South Pacific (World's best reading),James A Michener,1995,Reader's Digest Association
40879,Horror High #01: Mister Popularity,Nicholas Adams,1994,HarperPrism
35684,Lines and Shadows,Joseph Wambaugh,1984,Bantam Books
35630,The Death Ceremony,James Melville,1987,Fawcett Books
42450,Captain Underpants and the Perilous Plot of Professor Poopypants: The Fourth Epic Novel (Captain Underpants),Dav Pilkey,2000,Blue Sky Press (AZ)
43847,Bunnicula,James Howe,1999,Atheneum
42279,Draw 50 Horses (Draw 50),Lee J. Ames,1984,Broadway Books
41383,Lucifer's Angel,Violet Winspear,1980,Harlequin
41173,"Finding the Will of God in a Crazy, Mixed-Up World",Tim Lahaye,2001,Zondervan Publishing Company
44200,"Grandpa's Monster Movies (Deadtime Stories , No 10)",A. G. Cascone,1997,Troll Communications
43297,"Boy, Girl, Boy, Girl (Bantam new fiction)",David Michaelis,1989,Bantam Dell Pub Group
41057,Mary Poppins,P. L. Travers,1982,Harcourt Inc (J)
43430,Wind in the Willows,Kenneth Grahame,1988,Scholastic
44068,Fresh Elastic for Stretched-Out Moms,Barbara Johnson,1985,Fleming H. Revell Company
41022,Listen to Your Child: A Parent's Guide to Children's Language (Penguin Handbooks),David Crystal,1986,Penguin USA
41075,Twelve Dancing Princesses and Other Fairy Tales (Midland Books: No. 173),Alfred David,1974,Indiana University Press
43198,Leap of Faith: A Blaine Stewart Mystery,Sharon Zukowski,1994,Penguin USA
43544,Endangered Species: A Gabe Wager Mystery,Rex Burns,1993,Penguin USA
42364,Where Evil Sleeps,Valerie Wilson Wesley,1996,Putnam Pub Group
51386,Why Isn't Becky Twitchell Dead? (Stonewall Inn Mystery),Mark Richard Zubro,1991,St. Martin's Press
44625,Handbook for Today's Catholic: Fully Indexed to the Catechism of the Catholic Church (A Redemptorist Pastoral Publication),John O'Connor,1994,Liguori Publications
43213,The Emotional Incest Syndrome: What to Do When a Parent's Love Rules Your Life,Patricia Love,1990,Bantam Dell Pub Group
44582,The intermarriage handbook: A guide for Jews &amp; Christians,Judy Petsonk,1988,Arbor House
40981,Webster's New World Compact School and Office Dictionary,Webster's,1989,Word Publishing
44605,Audubons Birds of America,George Dock,1988,Smithmark Pub
44112,Country Cross-Stitch,Sharon Perna,1991,Sterling Publishing
43186,The Wizard of Oz,L. Frank Baum,1991,Gramercy Books
44359,Strictly Seduction,Shelley Bradley,2002,Kensington Publishing Corporation
41328,Predicting Your Future,Diagram Group,1994,Ballantine Books
44778,Whiteout,Vicki Delany,2002,Ltdbooks
44121,"Reading the Romance: Women, Patriarchy, and Popular Literature",Janice A. Radway,1991,University of North Carolina Press
44124,Diana: An Intimate Portrait,Ingrid Seward,1988,McGraw-Hill
44607,Parenting Teenagers: Systematic Training for Effective Parenting of Teens,Don Sr. Dinkmeyer,1990,Amer Guidance Service
65484,Le Livre de saphir,Gilbert Sinou√?¬©,1997,Gallimard
65486,La Invencion de Morel - el Gran Serafin,Adolfo Bioy Casares,1999,Ediciones Catedra
42280,Time Bandits,Michael. Palin,1981,Bantam Dell Pub Group
42604,Your Nine Year Old: Thoughtful and Mysterious,Louise Bates Ames,1991,Dell Publishing Company
65485,Seis Problemas Para Don Isidro Parodi (Jorge Luis Borges),Jorge Luis Borges,1998,Alianza
44123,Edward &amp; Sophie: A Royal Wedding,Judy Parkinson,1999,McGraw-Hill
41052,The Haunted Tea-Cosy: A Dispirited and Distasteful Diversion for Christmas,Edward Gorey,1998,Harcourt
40952,Emily Post's Etiquette,Emily Post,1984,Harper &amp; Row
44107,Match Wits With American Mensa: Test Your Trivia Smarts,Peter Gordon,1999,Sterling Publishing
43181,Nutcracker,E.T.A. HOFFMANN,1984,Crown Publishing Group
44546,The Reincarnation Workbook: A Complete Course in Recalling Past Lives,J.H. Brennan,1989,Sterling Pub Co Inc
41190,Perfect Strangers,Louann Gaeddert,1992,St Martins Pr (Mm)
42522,Beloved,Antoinette Stockenberg,1993,Dell Publishing Company
42534,In the Wake of the Wind,Katherine Kingsley,1996,Dell Publishing Company
41479,His Chosen Bride (Spellbound),Marcia Evanick,1996,Silhouette
41241,Captive Angel,Cheryl Anne Porter,1999,St. Martin's Press
41453,"Defying Gravity (Silhouette Intimate Moments, No 7430)",Rachel Lee,1992,Silhouette
41452,"To Each His Own (Silhouette Intimate Moments, No 7428)",Kathleen Eagle,1992,Silhouette
41456,"Black Tree Moon (Silhouette Intimate Moments, 451)",Kathleen Eagle,1992,Silhouette
41883,"Another Woman (Women Who Dare) (Harlequin Superromance, No 70558)",Margot Dalton,1993,Harlequin
42538,After the Kiss,Joan Johnston,1997,Dell
42144,Runaway Magic (Runaway Series),Deborah Gordon,1996,Harper Mass Market Paperbacks (Mm)
41462,"Miss Emmaline And The Archangel (Silhouette Intimate Moments, No 7482)",Rachel Lee,1993,Silhouette
44467,Remember When (The Americana),Robin Lee Hatcher,1994,Leisure Books
41851,"This Magic Moment #24 (Nora Roberts : Language of Love, No 24)",Nora Roberts,1992,Silhouette
43109,Heaven Above,Sara Jarrod,1996,Jove Books
40904,All Things Beautiful (Monogram),Cathy Maxwell,1994,Avon
41886,"Not Quite An Angel (Harlequin Super Romance, No 595)",Bobby Hutchinson,1994,Harlequin
43476,Blood and Guts,Linda Allison,1992,Scholastic
42610,Volcano the Eruption and Healing of Mt St,Patricia Lauber,0,Bantam Doubleday Dell
42589,Journey,PATRICIA MACLACHLAN,1993,Yearling
35860,BABYLON REVISITED (A Scribner Classic),F. Scott Fitzgerald,1988,Scribner Paper Fiction
44011,A Margin in Time (Denise Little Presents),Laura Hayden,1995,Pinnacle Books
44014,Race Against Time,Lynn Turner,1995,Pinnacle Books
44220,Forever in Time,Janice Bennett,1990,Zebra Books
35874,California Dreamin',Michelle Phillips,1987,Warner Books
44241,The Door Ajar,Joan Overfield,1995,Zebra Books
42181,Kissing a Stranger,Margaret Evans Porter,1998,Avon Books
42117,Lord of Fire,Emma Merritt,1994,Harper Mass Market Paperbacks (Mm)
41512,"One Unbelieveable Man (Silhouette Romance, No 8993)",Pat Montana,1994,Silhouette
44237,My Heavenly Heart,Christine Dorsey,1995,Zebra Books
42516,Fool Me Once,Lori Copeland,1991,Dell Publishing Company
60936,Gondola Scam,Jonathan Gash,1984,St Martins Pr
40927,Shadow Prince,Terri Lynn Wilhelm,1997,Harper Mass Market Paperbacks (Mm)
40919,Montana Morning,Jill Limber,1996,HarperCollins Publishers
60943,Prayers for a Planetary Pilgrim a Personal Manual for Prayer and Ritual,Edward M. Hays,1988,Forest of Peace Publishing
60940,Tis,Frank Mccourt,0,Scribners
43614,WEEPING ANGEL : WEEPING ANGEL,Stef Ann Holm,1995,Pocket
60945,Cyrano De Bergerac (Classics Illustrated),Ken Fitch,1997,Acclaim Books
43659,Diana: H.R.H. the Princess of Wales,Tim Graham,1988,Simon &amp; Schuster
62791,Making Out #11: Ben Takes a Chance (Making Out),Katherine Applegate,1999,Avon
62790,"Nina Shapes Up (Making Out , No 10)",Katherine Applegate,1999,Morrow/Avon
42929,Longing,Mary Balogh,1994,Topaz
60939,Haveli,Suzanne Fisher Staples,1993,Random House Childrens Books
62789,"Zoey Plays Games (Making Out, 9)",Katherine Applegate,1999,Avon Books
42802,How to Write a Romance and Get It Published,Kathryn Flak,1989,New American Library
40845,Punctuate It Right! (Harpercollins Reference Library),Harry Shaw,1996,HarperTorch
62788,"Lucas Gets Hurt (Making Out, 7)",Katherine Applegate,1998,Avon Books
40921,Dangerous Men &amp; Adventurous Women: Romance Writers on the Appeal of the Romance,Jayne Ann Krentz,1996,Harper Mass Market Paperbacks (Mm)
62787,"What Zoey Saw (Making Out, 6)",Katherine Applegate,1998,Avon Books
41527,"Captivated (Silhouette Special Edition, No 9768)",Nora Roberts,1992,Silhouette
42136,Keegan's Lady,Catherine Anderson,1996,Avon
43311,"Men of Mysterious Past: Hunting the Wolfe (Loveswept, No 607)",Kay Hooper,1993,Loveswept
41534,"Charmed (Silhouette Special Edition, No 780)",Nora Roberts,1992,Silhouette
41506,"Harden (Silhouette Romance, No 783)",Diana Palmer,1991,Silhouette
41524,"Bride On The Loose (Silhouette Special Edition, No. 756)",Debbie MacOmber,1992,Silhouette
43296,A Love for All Time,Dorothy Garlock,1993,Bantam Books
43095,Wild Oats,Pamela Morsi,1995,Jove Books
41461,"Firebrand (Silhouette Intimate Moments, No 7481)",Paula D. Riggs,1993,Silhouette
41990,Moonspell (Dreamscape),Regan Forest,1990,Harlequin
43018,Forever Angels (Love Spell),Trana Mae Simmons,1995,Love Spell
60278,"Sondok: Princess of the Moon and Stars, Korea, A.D. 595 (The Royal Diaries)",Sheri Holman,2002,Scholastic
42122,Silken Dreams,Sharon Green,1994,Harper Mass Market Paperbacks (Mm)
44791,Northern Star,Jodi Thomas,1990,Berkley Pub Group (Mm)
42779,Loving a Lowly Stranger,Christina Cordaire,1997,Ivy Books
41196,Blood Red Roses,Katherine Deauxville,1992,St Martins Pr
44218,A Timely Affair (Regency),Janice Bennett,1990,Zebra Books
41586,"This Old House (Harlequin American Romance, No. 443)",Linda Randall Wisdom,1992,Harlequin
44795,Cherish the Dream,Jodi Thomas,1993,Berkley Pub Group (Mm)
41306,"Teach yourself Esperanto, (Teach yourself books)",John Cresswell,1968,English Universities P
43596,The Inscription (Sonnet Books),Pam Binder,2000,Pocket
43014,Time's Healing Heart,Marti Jones,1994,Love Spell
44257,Vignette,Valerie King,1997,Zebra Books
43608,DIVINE COMEDY,Dante Alighieri,1974,Pocket
43196,"I Ching, the Book of Change",John Blufeld,1991,Arkana
44488,Yesterday's Gold,Bobby Hutchinson,1997,Leisure Books
42924,Moonlight and Memories,Patricia Rice,1993,Topaz
35906,Vida de Una Geisha,Mineko Iwasaki,2002,Ediciones B
40932,A Season in Eden,Megan Chance,1999,HarperTorch
35914,Beowulf: A Verse Translation (Norton Critical Editions),Daniel Donoghue,2001,W.W. Norton &amp; Company
44222,A Christmas Keepsake,Janice Bennett,1992,Zebra Books
43125,As You Wish (Time Passages),Jennifer Malin,1999,Jove Books
35912,Actual Uk,Saul Bellow,1998,Penguin Putnam~trade
43740,TOUCHSTONE : TOUCHSTONE,Linda Hilton,1996,Pocket
41824,"Too Stubborn To Marry  (Marriage Makers) (Love and Laughter , No 45)",Cathie Linz,1998,Harlequin
42985,Way of Life,Tzu Lao,1992,Signet Book
44159,Archangel,Mike Connor,1996,Tor Books
41965,"Cowboy And The Kid (Man Of The Month) (Silhouette Desire, No 1009)",Anne McAllister,1996,Silhouette
45026,Morgan's Honor (Silhouette Single Title),Lindsay McKenna,2004,Silhouette
45065,Hair Raiser: A Bad Hair Day Mystery (Bad Hair Day Mysteries (Paperback)),Nancy J. Cohen,2001,Kensington Publishing Corp.
45025,Born O'Hurley (Silhouette Single Title),Nora Roberts,2004,Silhouette
45052,Vanity Fair: A Novel Without a Hero (Bantam Classic),William Thackeray,1997,Bantam
45033,Avon Books Presents: Christmas Love Stories,Kay Hooper,1991,Harper Mass Market Paperbacks (Mm)
45030,"Private Lies (Harlequin Temptation, 944)",Wendy Etherington,2003,Harlequin
57183,Outcast: The Vikings (Vikings (Zebra)),Kathryn Hockett,2002,Kensington Publishing Corporation
65498,Clerigo Malvado Y Otros Relatos,H.Pl Lovecraft,1984,Lectorum Pubns (J)
62934,Tunnel Vision,Keith Lowe,2001,MTV
61228,Blood Money,Clifford Linedecker,1993,Pinnacle Books
57705,Letters: A Novel,John Barth,1981,Book Sales
35921,Travelers,Ruth Prawer Jhabvala,1987,Simon &amp; Schuster
62210,Bitter Blood (Vampire Legacy),Karen Taylor,1998,Zebra Books
42932,Lord of the Storm (Topaz Dreamspun Romances),Justine Davis,1994,New Amer Library (Mm)
39517,Therapie.,David Lodge,1997,Heyne
45071,Murder In C Major (Joan Spencer Mysteries),Sara Frommer,1988,Worldwide Library
62426,Sunset Embrace,Sandra Brown,1985,Bantam Books
38662,The Snack Attack Mystery (Hello Reader!),Elizabeth Levy,1996,Scholastic
34172,Inteligencia Emocional,Daniel Goleman,2003,Ld Books Inc
52335,Wild Women: Contemporary Short Stories by Women Celebrating Women,Sue Thomas,1994,Overlook Press
37453,"Kaz, El Minotauro",Richard A. Knaak,1999,Timun Mas
37451,LA Eneida (Clasicos Universales Planeta),Virgil,1998,"Editorial Planeta, S.A. (Barcelona)"
62015,Son: A Psychopath and His Victims,Jack Olsen,1983,Simon &amp; Schuster
45101,Darkest England,Christopher Hope,1997,Pan Macmillan
61017,In Search of the Dark Ages,Michael Wood,1987,Facts on File
61014,"It's Not My Department: How to Get the Service You Want, Exactly the Way You Want It",Peter Glen,1990,Harpercollins
61010,The Cambridge Guide to Literature in English,Margaret Atwood,1988,Cambridge University Press
46464,Circle Round: Raising Children in Goddess Traditions,Starhawk,2000,Bantam
61018,The Healing Herbs: The Ultimate Guide to the Curative Power of Nature's Medicines,Michael Castleman,1991,St Martins Pr
61015,The national dream ; The last spike,Pierre Berton,1974,McClelland and Stewart
61011,Who's Who in the Bible,Peter Calvocoressi,1987,Viking
61016,Complete Guide to Homeopathy,Andrew Lockie,1995,Dorling Kindersley
40051,"The Ultimate Smoothie Book : 101 Delicious Recipes for Blender Drinks, Frozen Desserts, Shakes, and More!",Cherie Calbom,2001,Warner Books
60879,Making Love: A Conspiracy of the Heart,Marius Brill,2003,Doubleday Books
57731,Loving Graham Greene,Gloria Emerson,2000,Random House Trade
45216,Bling : A Novel,Erica Kennedy,2004,Miramax
45241,An Apology For Autumn,David Turrill,2004,Toby Press
45217,War of the Roses,Warren Adler,2004,Sourcebooks Landmark
45154,Don't Play in the Sun : One Woman's Journey Through the Color Complex,MARITA GOLDEN,2004,Doubleday
45165,Kissing the Rain,Kevin Brooks,2004,Chicken House
45109,Nothing to Lose,Alex Flinn,2004,HarperTempest
45215,The Whole Story and Other Stories,ALI SMITH,2004,Anchor Pub
45212,The Little Earth Book,James Bruges,2004,Consortium
45196,An Ethics of Sexual Difference,Luce Irigaray,1993,Cornell University Press
45147,The Viaduct,GRACE F. EDWARDS,2003,Doubleday
45161,A Memory of War: A Novel,Frederick Busch,2003,W. W. Norton &amp; Company
45247,Reunion: A Novel,Michael Oren,2003,MacAdam/Cage Publishing
45243,Hairstyles of the Damned (Punk Planet Books),Joe Meno,2004,Punk Planet Books
45220,American Whiskey Bar,Michael Turner,2004,Consortium
45254,Superworse: The Novel: A Remix of Superbad: Stories and Pieces by Ben Greenman,Ben Greenman,2003,Soft Skull Press
45208,Water Lily,Susanna Jones,2003,Warner Books
65535,Manos Que Curan,Barbara Ann Brennan,1995,Planeta Pub Corp
45236,Secondhand Smoke,Patty Friedmann,2002,Counterpoint Press
45113,Wide Open : A Life in Supercross,Jeremy McGrath,2004,HarperEntertainment
58908,Yellow Silk II : International Erotic Stories and Poems,Lily Pond,2000,Warner Books
45117,"The Rise of Christianity:  How the Obscure, Marginal, Jesus Movement Became the Dominant Religious Force ....",Rodney Stark,1997,HarperSanFrancisco
45172,"War Paint: Madame Helena Rubinstein and Miss Elizabeth Arden, Their Lives, Their Times, Their Rivalry",Lindy  Woodhead,2004,John Wiley &amp; Sons
45184,Where the Light Remains : A Novel,Hayden Gabriel,2003,Touchstone
45143,Built in a Day : A Novel,STEVEN RINEHART,2003,Doubleday
45171,A Brand-New Bird: How Two Amateur Scientists Created the First Genetically Engineered Animal,T. R. Birkhead,2003,Basic Books
45213,Vintage Murakami,HARUKI MURAKAMI,2004,Vintage
45130,Super Flat Times: Stories,Matthew Derby,2003,Back Bay Books
45119,The Impossible Journey,Gloria Whelan,2003,HarperCollins
45108,The Point of Return : a novel,Siddhartha Deb,2003,Ecco
45166,The Golden Ring : A Christmas Story,John Snyder,2001,Warner Books
45221,My Path Leads to Tibet: The Inspiring Story of How One Young Blind Woman Brought Hope to the Blind Children of Tibet,Sabriye Tenberken,2003,Arcade Publishing
45246,The Perpetual Ending: A Novel,Kristen Den Hartog,2003,MacAdam/Cage Publishing
45207,Some Deaths Before Dying,Peter Dickinson,1999,Mysterious Press
45176,The Watermelon King,Daniel Wallace,2003,Houghton Mifflin Company
45175,The Caprices,Sabina Murray,2002,Mariner Books
45227,The Blessing: A Memoir,Gregory Orr,2002,Council Oak Books
45139,The Question of Bruno (Vintage International (Paperback)),Aleksandar Hemon,2001,Vintage Books USA
45179,"Violence, Nudity, Adult Content : A Novel",Vince Passaro,2002,Simon &amp; Schuster
45197,The Good Remains,Nani Power,2002,Grove Press
65560,"Act of God: Tutankhamun, Moses &amp; the myth of Atlantis",Graham Phillips,1998,Sidgwick &amp; Jackson
45134,Like Never Before,Ehud Havazelet,1998,Farrar Straus Giroux
45132,Scotty: James B. Reston and the Rise and Fall of American Journalism,John F. Stacks,2002,"Little, Brown"
45211,Guarding Hanna,Miha Mazzini,2002,Scala House Publishers
45233,Death and Nightingales,Eugene McCabe,2002,Bloomsbury Publishing PLC
45145,Schooling,Heather McGowan,2001,Doubleday Books
45150,Quattrocento,JAMES MCKEAN,2002,Doubleday
45126,He Sleeps: A Novel,Reginald McKnight,2002,Picador USA
65574,En Busca De Klingsor (Biblioteca Breve),Jorge Volpi,1999,Editorial Seix Barral
45189,Nectar,David C. Fickett,2002,Forge
45160,Tuff: A Novel,Paul Beatty,2001,Anchor Books/Doubleday
65595,Strangers from a Different Shore : A History of Asian Americans Au of...,Ronald Takaki,1998,Back Bay Books
45276,My Idea of Fun: A Cautionary Tale,Will Self,1994,Pub Group West
45278,Net Worth,John Hagel III,1999,Harvard Business School Press
45257,Roget's international thesaurus (Harper colophon books),Robert L. Chapman,1984,Harper &amp; Row
45266,The Kama Sutra of Vatsayana,Sir Richard Burton,1995,Berkley Publishing Group
3849,Crimson Roses (Grace Livingston Hill),Grace Livingston Hill,1992,Tyndale House Pub
61087,Glory,Alfred Coppel,1994,Tor Books (Mm)
61919,From Here to Eternity,James Jones,1979,Harper Mass Market Paperbacks (Mm)
46551,"Dark Moon Mysteries: Wisdom, Power, and Magic of the Shadow World",Timothy Roderick,1996,Llewellyn Pubns
59095,"Writing Past Dark : Envy, Fear, Distraction and Other Dilemmas in the Writer's Life",Bonnie Friedman,1994,Perennial
45290,Blood Sisters,Judith Henry Wall,1992,Penguin USA
51216,Dirty Havana Trilogy : A Novel in Stories,Pedro Juan Gutierrez,2002,Ecco
47646,A Party to Die for,Lord Grahamm,1998,Warner Futura
51373,Bram Stoker and the Man Who Was Dracula,Barbara Belford,2002,Da Capo Press
47254,Flight of the Iguana: A Sidelong View of Science and Nature,David Quammen,1988,Bantam Dell Pub Group
51676,Killer Books: A Reader's Guide to Exploring the Popular World of Mystery and Suspense,Jean Swanson,1998,Prime Crime
26930,JOHNS WIFE,Robert Coover,1997,Simon &amp; Schuster
37524,Nessuno: L'Odissea raccontata ai lettori d'oggi (I libri di Luciano De Crescenzo),Luciano De Crescenzo,1997,Mondadori
55868,The Potter's Wheel,Norma Johnston,1988,Harpercollins Juvenile Books
35931,"JavaScript Bible, Gold Edition",Danny  Goodman,2001,John Wiley &amp; Sons
37613,Kosher Sex: A Recipe for Passion and Intimacy,Shmuel Boteach,1999,Bantam Dell Pub Group
65668,"Hangar 13 (Silhouette Shadows, No 27)",Lindsay McKenna,1994,Silhouette
37615,Sex: An Oral History,Harry Maurer,1994,Penguin USA
35937,From Heaven Lake Travels Through Sinkiang and Tibet,Vikram Seth,1984,Harpercollins
35936,Stalin's nose: Across the face of Europe,Rory MacLean,1992,HarperCollins Publishers
35943,Undertow,Drake Douglas,1987,Leisure Books
35939,Soul Eater,K.W. Jeter,1987,Tor Books (Mm)
35942,Crisis: Annihilation (TOR science fiction),James Gunn,1998,Tor Books
35938,The Mind Palace,Steve R. Pieczenik,1987,Paperjacks
37642,Cashier (New Canadian Library),Roy,1990,New Canadian Library
37635,Revenger's Tragedy (New Mermaid Series),Tourneur,1991,W. W. Norton &amp; Company
37636,The Complete Plays,J. M. Synge,1960,Vintage
58866,A Girl Like Che Guevara,Teresa de la Caridad Doval,2004,Consortium
47281,Merlin Part 3 : The End of Magic (Merlin (Warner)),James Mallory,2000,Aspect
47279,MERLIN Part 1 : The Old Magic (Merlin (Warner)),James Mallory,1999,Aspect
65681,Creative Visualization: The Complete Book on Tape,Shakti Gawain,1995,New World Library
37775,Elegance,Kathleen Tessaro,2003,HarperCollins Publishers
48762,Star Trek: The New Voyages,Myrna Culbreath,1988,Bantam Books
45350,The Complete Fairy Tales (Wordsworth Classics),H. C. Andersen,1998,NTC/Contemporary Publishing Company
45349,Death Of Vishnu Airport Edition,Suri Manil,2001,Bloomsbury Publishing Plc
37782,The Great Game: The Emergence of Wall Street as a World Power: 1653-2000,John Steele Gordon,2000,Scribner
37783,The Victorian Internet: The Remarkable Story of the Telegraph and the Nineteenth Century's On-Line Pioneers,Tom Standage,1998,Walker &amp; Company
61137,The Quicksand Pony (A Little Ark Book),Alison Lester,1997,Allen &amp; Unwin children's books
59536,Truck Stop Rainbows,Iva Pekarkova,1992,Farrar Straus &amp; Giroux
36723,Jasmin,Jan Truss,2000,Groundwood Books
62440,Rags To Riches (SVH #16),Francine Pascal,1985,Sweet Valley
59794,"Wild Magic (The Godwars, Book 3)",Angus Wells,1993,Bantam Books
64955,George V. Higgins Victories,George Higgins,1991,Zebra Books
58622,Pop Quiz (Buffy The Vampire Slayer),Cynthia Boris,1999,Simon Spotlight Entertainment
65620,L'Immoraliste (Folio Ser:No 229),Andre Gide,1972,Schoenhof Foreign Books Inc
61159,The Fixer,Max Kinnings,2001,Hodder &amp; Stoughton Ltd
61163,"The Nether Scroll (Lost Empires Series, A Forgotten Realms(r) Novel)",Lynn Abbey,2000,Wizards of the Coast
51744,Heart Readers,Kristine Kathryn Rusch,1993,New Amer Library (Mm)
39321,The Secret Life of Cats,Robert De Laroche,1997,Barrons Educational Series Inc
36733,"Joshua, Son of None",Nancy Mars Freedman,1974,Bantam Books (Mm)
47271,Cat's Paw,L.A. Taylor,1995,Ace Books
62310,UFOs : A Manual for the Millennium,Phil Cousineau,1995,HarperCollins Publishers
36739,Mount Misery.,Samuel Shem,2000,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
50347,City of the Sorcerers,Mary H. Herbert,1994,Wizards of the Coast
38402,A Deadly Promise (A Bantam Starfire Book),Joan Lowery Nixon,1993,Starfire
37822,The Rhymer and the Ravens: The Book of Fate,Jodie Forrest,1995,Seven Paws Pr
41337,The Apprentice,Talmadge-Bickmore Deborah,1989,Del Rey Books
32020,Tower of Fear,Glen Cook,1990,Tor Books
45373,A Loyal Character Dancer,Qiu Xiaolong,2003,Soho Crime
37832,Lost Heiress of Hawkscliffe,Joyce C. Ware,1990,Zebra Books
37827,The Wizard of Whitechapel (Wizard of 4th Street),Simon Hawke,1993,Warner Books
45372,The Shanghai Murders,David Rotenberg,2005,McArthur &amp; Company
37828,Code of Honor (Signet Regency Romance),Andrea Pickens,1998,Signet Book
60133,The Message : The New Testament in Contemporary English,Eugene H. Peterson,1995,Billy Graham Evangelistic Association
56195,One Eyed Cat,Paula Fox,1993,Yearling Books
36749,Kiwi Tracks: A New Zealand Journey,Andrew Stevenson,1999,Lonely Planet Publications
51709,Lesbian Nuns,Nancy Manahan,1986,Warner Books
38781,Shoulders: A Novel,Georgia Cotrell,1987,Firebrand Books
36751,Bloomability,Sharon Creech,1999,Scholastic
59185,Long Road to Freedom: The Advocate History of the Gay and Lesbian Movement (Stonewall Inn Editions),Mark Thompson,1994,St Martins Pr
64771,Strong Women Stay Slim,Miriam E. Nelson,1998,Bantam
45628,Vanessa Redgrave: An Autobiography,Vanessa Redgrave,1994,Random House Inc
37834,The Tragedy of Macbeth,William Shakespeare,1980,Intl Specialized Book Service Inc
